ax,ay,az,gx,gy,gz,temperature,flame
-6300.0,-4312.0,18736.0,-2185.0,-2064.0,255.0,219.0,1.0
11836.0,-4324.0,2148.0,-1697.0,-1315.0,-379.0,203.0,1.0
4048.0,-1944.0,19728.0,-1123.0,-1745.0,-888.0,192.0,1.0
-1096.0,-960.0,32767.0,-499.0,152.0,-893.0,206.0,1.0
7636.0,120.0,17288.0,-8.0,1381.0,-668.0,180.0,1.0
-2484.0,-676.0,24996.0,181.0,1909.0,-186.0,184.0,1.0
-10404.0,3888.0,11904.0,-541.0,-66.0,544.0,205.0,1.0
-11172.0,3416.0,9992.0,-1117.0,-905.0,955.0,211.0,1.0
-11144.0,1564.0,8520.0,-2021.0,-1539.0,661.0,190.0,1.0
5508.0,-5960.0,4280.0,-2092.0,-3433.0,-87.0,195.0,1.0
5516.0,-1540.0,17344.0,-1470.0,-1418.0,-577.0,199.0,1.0
12340.0,-1064.0,17092.0,-915.0,-272.0,-961.0,220.0,1.0
9168.0,224.0,15436.0,-181.0,745.0,-776.0,194.0,1.0
-7024.0,-748.0,25920.0,275.0,1982.0,-266.0,182.0,1.0
-7704.0,2892.0,18980.0,-543.0,15.0,562.0,201.0,1.0
-10116.0,4572.0,8852.0,-1392.0,-1220.0,845.0,186.0,1.0
-1452.0,-2008.0,9944.0,-2051.0,-1342.0,526.0,198.0,1.0
-7320.0,-3592.0,19828.0,-2028.0,-3310.0,-198.0,190.0,1.0
3808.0,-884.0,23364.0,-1424.0,-1926.0,-728.0,193.0,1.0
18096.0,1228.0,12608.0,-977.0,-592.0,-905.0,180.0,1.0
1920.0,8.0,30748.0,-356.0,310.0,-853.0,194.0,1.0
3524.0,452.0,23088.0,-17.0,1553.0,-587.0,202.0,1.0
-3728.0,-1096.0,24084.0,211.0,1789.0,-127.0,189.0,1.0
-11016.0,2452.0,16348.0,-480.0,127.0,511.0,204.0,1.0
-9484.0,4924.0,7804.0,-1224.0,-883.0,916.0,191.0,1.0
56.0,-2436.0,7060.0,-1950.0,-1697.0,698.0,189.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0
-4296.0,-2372.0,14224.0,-2096.0,-3117.0,6.0,200.0,1.0
6264.0,-1380.0,15160.0,-1642.0,-1299.0,-456.0,218.0,1.0
6092.0,-860.0,21844.0,-1095.0,-1544.0,-933.0,193.0,1.0
13444.0,776.0,18676.0,-468.0,229.0,-905.0,200.0,1.0
1172.0,-860.0,22088.0,6.0,1494.0,-618.0,205.0,1.0
-5296.0,-1040.0,24992.0,136.0,1628.0,-65.0,188.0,1.0
-11340.0,2620.0,17560.0,-603.0,-20.0,586.0,196.0,1.0
-9732.0,5140.0,7700.0,-1429.0,-1546.0,830.0,199.0,1.0
924.0,-1932.0,6456.0,-2115.0,-1168.0,523.0,197.0,1.0
-4132.0,-4856.0,17424.0,-2028.0,-3009.0,-117.0,194.0,1.0
10484.0,-5056.0,2384.0,-1493.0,-1310.0,-570.0,206.0,1.0
15780.0,400.0,14996.0,-1055.0,-934.0,-940.0,200.0,1.0
5452.0,780.0,27504.0,-431.0,177.0,-864.0,192.0,1.0
584.0,-108.0,27424.0,9.0,1387.0,-626.0,189.0,1.0
-5232.0,-1384.0,24736.0,181.0,1960.0,-265.0,187.0,1.0
-8556.0,2812.0,20952.0,-375.0,92.0,376.0,225.0,1.0
-10760.0,3692.0,12716.0,-892.0,168.0,877.0,189.0,1.0
-1968.0,896.0,6628.0,-1791.0,-2212.0,761.0,185.0,1.0
-3356.0,-2588.0,13500.0,-2098.0,-1474.0,382.0,218.0,1.0
-3020.0,-3072.0,11616.0,-1960.0,-2390.0,-294.0,191.0,1.0
3352.0,-820.0,24360.0,-1292.0,-2154.0,-772.0,194.0,1.0
15060.0,1236.0,16568.0,-901.0,-180.0,-945.0,220.0,1.0
-980.0,-456.0,32767.0,-268.0,527.0,-809.0,189.0,1.0
5724.0,588.0,20360.0,105.0,1670.0,-537.0,202.0,1.0
-2888.0,-716.0,23920.0,-33.0,1251.0,71.0,184.0,1.0
-11916.0,2760.0,17692.0,-463.0,7.0,530.0,205.0,1.0
-9336.0,4008.0,8652.0,-956.0,-321.0,902.0,195.0,1.0
-10160.0,2540.0,9904.0,-1781.0,-2282.0,751.0,191.0,1.0
-5404.0,-3656.0,16216.0,-2170.0,-1764.0,359.0,224.0,1.0
-5636.0,-2824.0,14828.0,-1831.0,-1988.0,-315.0,186.0,1.0
3980.0,-732.0,23588.0,-1307.0,-2055.0,-824.0,194.0,1.0
16932.0,1204.0,14844.0,-810.0,44.0,-956.0,227.0,1.0
-1036.0,-896.0,32767.0,-249.0,598.0,-825.0,191.0,1.0
-6948.0,-760.0,26168.0,155.0,2075.0,-377.0,187.0,1.0
-5308.0,2092.0,20908.0,-222.0,635.0,218.0,227.0,1.0
-11548.0,3828.0,13180.0,-890.0,115.0,886.0,189.0,1.0
-9992.0,2908.0,9536.0,-1763.0,-2252.0,804.0,189.0,1.0
-5192.0,-5892.0,17636.0,-2154.0,-2140.0,236.0,217.0,1.0
5544.0,-6116.0,4960.0,-1716.0,-1331.0,-338.0,211.0,1.0
15052.0,204.0,15820.0,-1141.0,-1660.0,-878.0,192.0,1.0
3728.0,664.0,29436.0,-611.0,158.0,-902.0,205.0,1.0
2824.0,636.0,23756.0,-64.0,1166.0,-685.0,212.0,1.0
4924.0,-316.0,19020.0,219.0,1968.0,-235.0,187.0,1.0
-11484.0,2432.0,16620.0,-437.0,11.0,460.0,225.0,1.0
-9484.0,5080.0,7552.0,-1019.0,-186.0,884.0,190.0,1.0
-10640.0,2788.0,13376.0,-1801.0,-2236.0,729.0,188.0,1.0
-6032.0,-6280.0,19380.0,-2167.0,-2378.0,182.0,221.0,1.0
4228.0,-5272.0,4212.0,-1792.0,-1648.0,-320.0,195.0,1.0
11548.0,-1152.0,17380.0,-1227.0,-2161.0,-838.0,191.0,1.0
11492.0,760.0,20200.0,-789.0,-33.0,-959.0,224.0,1.0
-2272.0,-1116.0,32767.0,-293.0,478.0,-812.0,189.0,1.0
6404.0,504.0,19188.0,81.0,1735.0,-524.0,194.0,1.0
-2972.0,-796.0,23988.0,95.0,1543.0,-67.0,183.0,1.0
-11508.0,3036.0,19828.0,-446.0,-72.0,465.0,215.0,1.0
-10728.0,3568.0,11916.0,-871.0,101.0,829.0,190.0,1.0
-2804.0,848.0,6608.0,-1755.0,-2235.0,783.0,189.0,1.0
-1868.0,-1640.0,10864.0,-2155.0,-1268.0,476.0,204.0,1.0
-5860.0,-3296.0,16800.0,-1931.0,-3051.0,-221.0,190.0,1.0
2860.0,-976.0,25184.0,-1339.0,-2057.0,-804.0,196.0,1.0
16960.0,1120.0,15236.0,-900.0,-82.0,-958.0,225.0,1.0
-2624.0,-1336.0,32767.0,-173.0,785.0,-800.0,184.0,1.0
-6528.0,-796.0,25300.0,244.0,2031.0,-266.0,185.0,1.0
-9116.0,3032.0,17976.0,-394.0,63.0,432.0,223.0,1.0
-10580.0,4336.0,9620.0,-915.0,30.0,901.0,192.0,1.0
-10040.0,3288.0,13100.0,-1917.0,-2088.0,715.0,186.0,1.0
-6624.0,-5080.0,19804.0,-2176.0,-2893.0,84.0,202.0,1.0
11028.0,-4700.0,2620.0,-1634.0,-1192.0,-451.0,191.0,1.0
17356.0,1216.0,14212.0,-1093.0,-1479.0,-912.0,192.0,1.0
704.0,-412.0,31912.0,-452.0,236.0,-915.0,196.0,1.0
5700.0,464.0,19488.0,-10.0,1498.0,-639.0,192.0,1.0
1716.0,-740.0,21492.0,220.0,1773.0,-125.0,188.0,1.0
-11884.0,3240.0,15152.0,-477.0,-19.0,499.0,206.0,1.0
-9972.0,6472.0,6212.0,-1169.0,-844.0,921.0,205.0,1.0
-12800.0,5952.0,11716.0,-1975.0,-1842.0,718.0,188.0,1.0
-5476.0,-2792.0,14768.0,-2143.0,-3097.0,7.0,196.0,1.0
14332.0,-3752.0,1260.0,-1528.0,-1095.0,-507.0,202.0,1.0
-284.0,-3072.0,27396.0,-1031.0,-949.0,-951.0,199.0,1.0
252.0,-608.0,28132.0,-361.0,308.0,-841.0,191.0,1.0
9508.0,384.0,14948.0,-29.0,1619.0,-616.0,199.0,1.0
-4676.0,-732.0,24936.0,232.0,1726.0,-82.0,178.0,1.0
-3368.0,-672.0,24108.0,-515.0,-21.0,531.0,206.0,1.0
-10168.0,2320.0,10688.0,-1081.0,-453.0,922.0,203.0,1.0
-9732.0,1188.0,7240.0,-1946.0,-1767.0,717.0,185.0,1.0
-112.0,-1856.0,8248.0,-2148.0,-3073.0,15.0,199.0,1.0
10340.0,-2388.0,7112.0,-1643.0,-1332.0,-392.0,216.0,1.0
2344.0,-1232.0,25476.0,-1160.0,-1640.0,-944.0,188.0,1.0
17204.0,1228.0,14752.0,-503.0,178.0,-898.0,199.0,1.0
4608.0,-336.0,19196.0,17.0,1753.0,-578.0,207.0,1.0
-6684.0,-896.0,25316.0,62.0,1389.0,48.0,194.0,1.0
-8132.0,2952.0,18652.0,-673.0,196.0,698.0,197.0,1.0
-13448.0,5652.0,11836.0,-1408.0,-1373.0,878.0,201.0,1.0
412.0,-1628.0,5988.0,-2079.0,-1298.0,598.0,195.0,1.0
-5060.0,-5396.0,17560.0,-2068.0,-3360.0,-184.0,195.0,1.0
3076.0,-2612.0,20692.0,-1515.0,-1499.0,-571.0,210.0,1.0
7336.0,-1140.0,20968.0,-1023.0,-1021.0,-926.0,198.0,1.0
13752.0,1136.0,17796.0,-452.0,190.0,-905.0,197.0,1.0
7816.0,440.0,16084.0,-67.0,1547.0,-642.0,193.0,1.0
-4200.0,-704.0,24628.0,259.0,1877.0,-171.0,186.0,1.0
-3580.0,-1284.0,24384.0,-332.0,240.0,338.0,226.0,1.0
-9632.0,5916.0,6312.0,-930.0,186.0,852.0,187.0,1.0
-12224.0,5224.0,12728.0,-1622.0,-2189.0,812.0,196.0,1.0
-2932.0,204.0,6816.0,-2173.0,-1128.0,479.0,221.0,1.0
8296.0,-5100.0,3384.0,-2016.0,-3167.0,-144.0,192.0,1.0
9456.0,-1404.0,8664.0,-1476.0,-1322.0,-554.0,206.0,1.0
3060.0,-1404.0,24212.0,-1050.0,-949.0,-943.0,196.0,1.0
-1980.0,-680.0,30912.0,-440.0,164.0,-893.0,199.0,1.0
7444.0,-56.0,17292.0,-55.0,1274.0,-671.0,216.0,1.0
-1736.0,-696.0,24116.0,179.0,1964.0,-300.0,184.0,1.0
-4836.0,-496.0,23028.0,-265.0,297.0,324.0,227.0,1.0
-9828.0,6424.0,6492.0,-842.0,340.0,865.0,186.0,1.0
-11072.0,3828.0,14508.0,-1567.0,-1934.0,868.0,202.0,1.0
-5368.0,764.0,7024.0,-2093.0,-1150.0,540.0,205.0,1.0
5416.0,-6116.0,4632.0,-2016.0,-3207.0,-186.0,192.0,1.0
8896.0,-2116.0,9444.0,-1591.0,-1390.0,-561.0,204.0,1.0
756.0,-1432.0,27096.0,-1055.0,-940.0,-972.0,199.0,1.0
88.0,168.0,27384.0,-367.0,222.0,-902.0,192.0,1.0
6660.0,-120.0,17484.0,9.0,1661.0,-609.0,203.0,1.0
-7468.0,-960.0,26392.0,206.0,1758.0,-133.0,183.0,1.0
-7364.0,2692.0,21068.0,-622.0,-6.0,616.0,197.0,1.0
-11288.0,3616.0,11888.0,-1187.0,-865.0,943.0,204.0,1.0
472.0,-1536.0,6056.0,-2110.0,-1262.0,592.0,166.0,1.0
-5584.0,-6236.0,18700.0,-2066.0,-3378.0,-93.0,193.0,1.0
-304.0,-3296.0,27160.0,-1470.0,-1408.0,-590.0,211.0,1.0
16688.0,368.0,14324.0,-940.0,-518.0,-969.0,205.0,1.0
1752.0,184.0,31160.0,-325.0,257.0,-902.0,192.0,1.0
4708.0,80.0,20488.0,129.0,2000.0,-491.0,199.0,1.0
-5256.0,1332.0,21640.0,-76.0,983.0,125.0,200.0,1.0
-11116.0,3280.0,12892.0,-733.0,377.0,830.0,190.0,1.0
-9836.0,4520.0,7632.0,-1651.0,-1987.0,868.0,201.0,1.0
-3712.0,-3696.0,14496.0,-2119.0,-1190.0,505.0,216.0,1.0
-2604.0,-4492.0,10192.0,-1972.0,-3005.0,-227.0,190.0,1.0
10596.0,-3716.0,6248.0,-1365.0,-1923.0,-760.0,192.0,1.0
14708.0,1008.0,17284.0,-930.0,-57.0,-945.0,221.0,1.0
-1244.0,-1080.0,31824.0,-290.0,391.0,-865.0,191.0,1.0
8684.0,0.0,16192.0,133.0,2013.0,-403.0,199.0,1.0
-5536.0,1076.0,23380.0,76.0,1372.0,35.0,193.0,1.0
-11132.0,3072.0,14452.0,-536.0,150.0,552.0,198.0,1.0
-9392.0,6448.0,6184.0,-1251.0,-1021.0,932.0,224.0,1.0
-1584.0,-2060.0,9788.0,-2023.0,-1472.0,670.0,188.0,1.0
-6188.0,-5776.0,19788.0,-2152.0,-2643.0,112.0,203.0,1.0
4788.0,-5400.0,4160.0,-1747.0,-1580.0,-368.0,200.0,1.0
10112.0,-1108.0,18840.0,-1216.0,-2197.0,-835.0,191.0,1.0
13256.0,1036.0,18728.0,-739.0,-12.0,-945.0,224.0,1.0
-316.0,-172.0,32767.0,-258.0,459.0,-827.0,189.0,1.0
-3780.0,-852.0,24440.0,101.0,1720.0,-488.0,207.0,1.0
-4456.0,-940.0,23704.0,138.0,1563.0,-42.0,182.0,1.0
-8156.0,2920.0,20124.0,-510.0,-4.0,493.0,211.0,1.0
-11380.0,3772.0,13620.0,-938.0,81.0,891.0,190.0,1.0
-5512.0,704.0,6712.0,-1691.0,-2236.0,827.0,152.0,1.0
-704.0,-1796.0,8904.0,-2191.0,-1344.0,439.0,187.0,1.0
-6276.0,-5248.0,19620.0,-1991.0,-3222.0,-158.0,189.0,1.0
2116.0,-2668.0,23544.0,-1514.0,-1594.0,-580.0,207.0,1.0
12428.0,-764.0,16392.0,-1022.0,-684.0,-918.0,200.0,1.0
13928.0,996.0,16152.0,-641.0,17.0,-936.0,210.0,1.0
7424.0,-308.0,16932.0,-253.0,537.0,-804.0,188.0,1.0
3848.0,220.0,20004.0,-27.0,1456.0,-596.0,200.0,1.0
-1084.0,-848.0,23260.0,165.0,1941.0,-272.0,186.0,1.0
-5392.0,-916.0,26624.0,-30.0,1051.0,87.0,187.0,1.0
-12308.0,2944.0,17712.0,-229.0,283.0,320.0,224.0,1.0
-10724.0,3284.0,14076.0,-676.0,404.0,743.0,199.0,1.0
-8484.0,3524.0,8696.0,-1038.0,-326.0,897.0,194.0,1.0
-8000.0,968.0,6612.0,-1535.0,-1933.0,833.0,203.0,1.0
-680.0,-152.0,6832.0,-1937.0,-1680.0,667.0,184.0,1.0
-1792.0,-2708.0,9756.0,-2105.0,-1585.0,395.0,212.0,1.0
-3404.0,-2680.0,13696.0,-2060.0,-3126.0,-112.0,198.0,1.0
9184.0,-3900.0,7084.0,-1777.0,-1644.0,-350.0,201.0,1.0
7548.0,-2168.0,8876.0,-1376.0,-2032.0,-711.0,200.0,1.0
13720.0,1428.0,17008.0,-1099.0,-1331.0,-907.0,192.0,1.0
12604.0,1000.0,18368.0,-863.0,-77.0,-905.0,227.0,1.0
6156.0,632.0,26696.0,-398.0,218.0,-899.0,201.0,1.0
7116.0,452.0,17104.0,-242.0,805.0,-736.0,193.0,1.0
2284.0,-136.0,21792.0,-45.0,1390.0,-598.0,186.0,1.0
-452.0,-364.0,23540.0,184.0,1928.0,-305.0,196.0,1.0
-2584.0,-772.0,24916.0,195.0,1723.0,-67.0,190.0,1.0
-9332.0,2452.0,22532.0,-81.0,916.0,137.0,198.0,1.0
-10432.0,2652.0,21040.0,-311.0,191.0,333.0,224.0,1.0
-10624.0,2708.0,19236.0,-544.0,91.0,563.0,213.0,1.0
-11040.0,2416.0,18524.0,-791.0,449.0,856.0,196.0,1.0
-10320.0,3388.0,9396.0,-918.0,-85.0,852.0,191.0,1.0
-9956.0,2880.0,9508.0,-1190.0,-1011.0,858.0,204.0,1.0
-10896.0,4020.0,9328.0,-1513.0,-1678.0,817.0,209.0,1.0
-4160.0,-312.0,8204.0,-1763.0,-2081.0,712.0,194.0,1.0
-3664.0,-164.0,7228.0,-1845.0,-1554.0,635.0,190.0,1.0
-4024.0,0.0,7540.0,-2017.0,-1301.0,469.0,196.0,1.0
-4356.0,36.0,7340.0,-2036.0,-1398.0,403.0,220.0,1.0
-6408.0,-5472.0,19188.0,-2059.0,-2108.0,182.0,227.0,1.0
-5692.0,-5728.0,18752.0,-2000.0,-2911.0,-161.0,199.0,1.0
10372.0,-3120.0,4672.0,-1824.0,-1797.0,-315.0,193.0,1.0
9012.0,-2812.0,6308.0,-1584.0,-1338.0,-539.0,231.0,1.0
7788.0,-1816.0,9056.0,-1299.0,-2136.0,-800.0,192.0,1.0
16060.0,1216.0,14152.0,-1185.0,-1781.0,-913.0,190.0,1.0
15288.0,1524.0,15316.0,-909.0,-222.0,-969.0,223.0,1.0
11936.0,940.0,19916.0,-483.0,113.0,-872.0,202.0,1.0
8616.0,104.0,15796.0,-235.0,787.0,-792.0,195.0,1.0
5032.0,-36.0,19048.0,12.0,1745.0,-530.0,213.0,1.0
-2500.0,-564.0,24520.0,242.0,2012.0,-256.0,189.0,1.0
-4744.0,-164.0,22884.0,-167.0,529.0,275.0,208.0,1.0
-9800.0,3952.0,9776.0,-626.0,255.0,747.0,203.0,1.0
-9540.0,5476.0,6644.0,-1115.0,-511.0,922.0,203.0,1.0
-12096.0,4744.0,13896.0,-1799.0,-2076.0,762.0,194.0,1.0
-6124.0,-5824.0,19332.0,-2147.0,-1717.0,313.0,222.0,1.0
-592.0,-3768.0,8116.0,-1937.0,-2584.0,-239.0,191.0,1.0
13584.0,-4296.0,1344.0,-1487.0,-1233.0,-519.0,210.0,1.0
14260.0,-8.0,16392.0,-1118.0,-1531.0,-915.0,193.0,1.0
13348.0,784.0,18220.0,-751.0,116.0,-905.0,226.0,1.0
2264.0,92.0,31088.0,-337.0,451.0,-861.0,193.0,1.0
-648.0,-284.0,22884.0,-95.0,1458.0,-646.0,176.0,1.0
-4544.0,-740.0,24492.0,178.0,1843.0,-274.0,182.0,1.0
-5892.0,-1452.0,25184.0,-67.0,1059.0,67.0,192.0,1.0
-4284.0,-144.0,24224.0,-414.0,-28.0,470.0,223.0,1.0
-9832.0,6024.0,6720.0,-776.0,269.0,862.0,187.0,1.0
-9760.0,2628.0,12952.0,-1328.0,-1218.0,886.0,223.0,1.0
-12904.0,3924.0,9832.0,-1935.0,-1758.0,687.0,188.0,1.0
-6048.0,-4316.0,18052.0,-2169.0,-2007.0,248.0,225.0,1.0
1004.0,-5728.0,7104.0,-1968.0,-2818.0,-253.0,194.0,1.0
12408.0,-4560.0,2752.0,-1473.0,-1623.0,-638.0,213.0,1.0
17752.0,840.0,13012.0,-1042.0,-1286.0,-949.0,194.0,1.0
7476.0,696.0,26068.0,-595.0,121.0,-921.0,208.0,1.0
-2620.0,-1096.0,32767.0,-213.0,887.0,-746.0,194.0,1.0
-4876.0,-684.0,24760.0,104.0,1854.0,-437.0,201.0,1.0
-4380.0,-1248.0,23856.0,89.0,1513.0,-42.0,180.0,1.0
-5160.0,1184.0,24072.0,-421.0,10.0,448.0,229.0,1.0
-10456.0,2640.0,18328.0,-690.0,470.0,752.0,192.0,1.0
-11068.0,2692.0,14456.0,-1142.0,-842.0,933.0,209.0,1.0
-12204.0,4304.0,11384.0,-1779.0,-2023.0,775.0,192.0,1.0
-5812.0,-5836.0,18300.0,-2098.0,-1274.0,439.0,202.0,1.0
-5236.0,-4872.0,17920.0,-2074.0,-2921.0,-25.0,207.0,1.0
-3764.0,-3020.0,13416.0,-1889.0,-2003.0,-299.0,191.0,1.0
1996.0,-2292.0,20476.0,-1519.0,-1472.0,-594.0,208.0,1.0
604.0,-2808.0,25524.0,-1231.0,-2107.0,-861.0,194.0,1.0
4140.0,-880.0,23932.0,-960.0,-447.0,-954.0,212.0,1.0
-248.0,-652.0,31824.0,-572.0,129.0,-936.0,210.0,1.0
2776.0,532.0,24056.0,-244.0,654.0,-826.0,195.0,1.0
7716.0,-440.0,16980.0,-25.0,1670.0,-587.0,216.0,1.0
912.0,-652.0,22000.0,196.0,1670.0,-65.0,186.0,1.0
-11932.0,2848.0,16328.0,-270.0,277.0,366.0,228.0,1.0
-10512.0,4176.0,9864.0,-857.0,151.0,840.0,181.0,1.0
-9136.0,2936.0,8776.0,-1563.0,-1914.0,855.0,192.0,1.0
-2464.0,-3040.0,12472.0,-2114.0,-1181.0,524.0,198.0,1.0
-4284.0,-2968.0,13848.0,-2009.0,-3286.0,-139.0,198.0,1.0
12312.0,-4736.0,1960.0,-1531.0,-1169.0,-507.0,206.0,1.0
14408.0,96.0,16284.0,-1111.0,-1443.0,-930.0,192.0,1.0
12032.0,980.0,20312.0,-671.0,192.0,-916.0,208.0,1.0
-1004.0,-1068.0,32604.0,-137.0,977.0,-751.0,194.0,1.0
-6460.0,-588.0,26376.0,157.0,1981.0,-372.0,186.0,1.0
-4336.0,-820.0,24728.0,-52.0,970.0,138.0,204.0,1.0
-10020.0,3136.0,18664.0,-591.0,12.0,614.0,201.0,1.0
-10724.0,3316.0,12444.0,-1070.0,-755.0,919.0,200.0,1.0
-7040.0,908.0,7200.0,-1900.0,-2070.0,728.0,189.0,1.0
160.0,-2420.0,7244.0,-2187.0,-1700.0,363.0,216.0,1.0
-4860.0,-6132.0,17212.0,-1967.0,-3088.0,-220.0,193.0,1.0
4792.0,-2384.0,18060.0,-1472.0,-1616.0,-630.0,206.0,1.0
3648.0,-952.0,24440.0,-1013.0,-974.0,-949.0,195.0,1.0
368.0,320.0,26892.0,-450.0,205.0,-924.0,200.0,1.0
8868.0,184.0,15592.0,-113.0,1233.0,-715.0,203.0,1.0
-5536.0,-596.0,25872.0,258.0,1753.0,-174.0,186.0,1.0
-3596.0,-644.0,24384.0,-399.0,76.0,472.0,221.0,1.0
-8884.0,2336.0,9368.0,-928.0,-19.0,871.0,189.0,1.0
-11120.0,2024.0,7804.0,-1826.0,-2266.0,800.0,170.0,1.0
1084.0,-2160.0,6292.0,-2157.0,-1742.0,294.0,223.0,1.0
-4964.0,-5496.0,18196.0,-1915.0,-2444.0,-259.0,192.0,1.0
136.0,-3276.0,26356.0,-1383.0,-2003.0,-722.0,195.0,1.0
11232.0,-772.0,18032.0,-962.0,-439.0,-961.0,208.0,1.0
5128.0,172.0,20344.0,-385.0,206.0,-862.0,198.0,1.0
4424.0,196.0,19448.0,-23.0,1359.0,-611.0,187.0,1.0
-4120.0,-924.0,25316.0,248.0,1826.0,-175.0,191.0,1.0
-6172.0,-1396.0,25420.0,-206.0,547.0,230.0,208.0,1.0
-8540.0,4056.0,7788.0,-618.0,143.0,659.0,201.0,1.0
-10136.0,5052.0,7836.0,-1025.0,-377.0,924.0,196.0,1.0
-10804.0,4068.0,14376.0,-1768.0,-2231.0,790.0,192.0,1.0
-5280.0,-5416.0,16832.0,-2135.0,-1345.0,436.0,184.0,1.0
-6652.0,-3004.0,16500.0,-2030.0,-3201.0,-242.0,194.0,1.0
6428.0,-5220.0,4112.0,-1605.0,-1517.0,-571.0,202.0,1.0
9488.0,-1124.0,19428.0,-1174.0,-1688.0,-920.0,195.0,1.0
16476.0,1044.0,14892.0,-726.0,98.0,-938.0,225.0,1.0
4384.0,560.0,29376.0,-267.0,582.0,-822.0,193.0,1.0
336.0,-452.0,22304.0,11.0,1689.0,-549.0,211.0,1.0
-5104.0,-572.0,24060.0,233.0,1787.0,-165.0,189.0,1.0
-3400.0,-824.0,23688.0,-255.0,355.0,307.0,224.0,1.0
-9052.0,3064.0,19316.0,-722.0,334.0,814.0,194.0,1.0
-10496.0,3108.0,14184.0,-1185.0,-841.0,909.0,179.0,1.0
-9480.0,1548.0,7392.0,-1901.0,-1707.0,699.0,190.0,1.0
156.0,-1268.0,6780.0,-2140.0,-1858.0,279.0,222.0,1.0
6308.0,-5328.0,4072.0,-1902.0,-2595.0,-260.0,190.0,1.0
12312.0,-3748.0,2412.0,-1446.0,-1302.0,-539.0,208.0,1.0
3600.0,-3108.0,20800.0,-1113.0,-1427.0,-947.0,193.0,1.0
2496.0,32.0,30948.0,-513.0,151.0,-921.0,203.0,1.0
1424.0,528.0,25772.0,-177.0,914.0,-803.0,195.0,1.0
8400.0,120.0,16056.0,157.0,2035.0,-387.0,185.0,1.0
-8924.0,3096.0,18056.0,-138.0,824.0,186.0,204.0,1.0
-10876.0,3932.0,11868.0,-746.0,233.0,826.0,189.0,1.0
-11244.0,4836.0,8684.0,-1441.0,-1928.0,850.0,199.0,1.0
-732.0,-1888.0,9648.0,-2180.0,-1115.0,509.0,201.0,1.0
-5500.0,-2928.0,15120.0,-2062.0,-3325.0,-117.0,196.0,1.0
13168.0,-4400.0,1772.0,-1503.0,-1353.0,-581.0,208.0,1.0
17232.0,1036.0,14320.0,-1001.0,-872.0,-976.0,201.0,1.0
-896.0,-820.0,32767.0,-293.0,282.0,-882.0,193.0,1.0
6532.0,-244.0,18028.0,65.0,2041.0,-547.0,209.0,1.0
-5032.0,1852.0,21040.0,86.0,1224.0,94.0,187.0,1.0
-11912.0,3752.0,13764.0,-670.0,104.0,719.0,196.0,1.0
-10292.0,4128.0,8564.0,-1473.0,-1897.0,837.0,200.0,1.0
-4724.0,-3148.0,15352.0,-2101.0,-1200.0,499.0,193.0,1.0
-2868.0,-3064.0,12516.0,-2035.0,-3110.0,-103.0,199.0,1.0
11392.0,-4692.0,2488.0,-1531.0,-1224.0,-509.0,203.0,1.0
13472.0,-288.0,16720.0,-1106.0,-1537.0,-919.0,192.0,1.0
13524.0,984.0,18676.0,-716.0,204.0,-940.0,215.0,1.0
-440.0,-660.0,32708.0,-247.0,634.0,-840.0,190.0,1.0
-4460.0,-700.0,25724.0,67.0,1740.0,-551.0,215.0,1.0
-5300.0,-220.0,23208.0,235.0,1752.0,-141.0,185.0,1.0
-2796.0,176.0,23088.0,-378.0,246.0,353.0,225.0,1.0
-9296.0,3060.0,20908.0,-706.0,294.0,779.0,196.0,1.0
-9096.0,2164.0,10904.0,-1100.0,-581.0,889.0,201.0,1.0
-12260.0,5184.0,10916.0,-1795.0,-2014.0,730.0,162.0,1.0
-4748.0,896.0,7324.0,-2131.0,-1296.0,414.0,218.0,1.0
-1048.0,-3868.0,8424.0,-2083.0,-3098.0,-53.0,195.0,1.0
11872.0,-4700.0,2320.0,-1656.0,-1368.0,-404.0,201.0,1.0
8356.0,-2580.0,9168.0,-1237.0,-2049.0,-846.0,190.0,1.0
12112.0,864.0,20304.0,-880.0,-24.0,-944.0,221.0,1.0
-1412.0,-1124.0,32767.0,-298.0,366.0,-862.0,194.0,1.0
5704.0,280.0,19772.0,59.0,1764.0,-596.0,209.0,1.0
-3412.0,-680.0,23936.0,201.0,1721.0,-103.0,181.0,1.0
-11444.0,2764.0,17596.0,-388.0,50.0,447.0,216.0,1.0
-10368.0,4076.0,10196.0,-926.0,-201.0,914.0,188.0,1.0
-10200.0,3916.0,8628.0,-1749.0,-2211.0,821.0,186.0,1.0
-2628.0,-2196.0,12188.0,-2169.0,-1325.0,414.0,218.0,1.0
-5388.0,-3636.0,16884.0,-1920.0,-2498.0,-268.0,183.0,1.0
-268.0,-2612.0,27172.0,-1396.0,-1988.0,-768.0,197.0,1.0
13312.0,-640.0,16396.0,-999.0,-584.0,-983.0,202.0,1.0
12548.0,972.0,19796.0,-474.0,129.0,-941.0,197.0,1.0
4592.0,-120.0,19268.0,-98.0,1169.0,-695.0,211.0,1.0
-4548.0,-676.0,24444.0,257.0,1940.0,-244.0,189.0,1.0
-3732.0,-1180.0,24288.0,-253.0,447.0,259.0,211.0,1.0
-9280.0,3012.0,20664.0,-702.0,309.0,774.0,190.0,1.0
