ax,ay,az,gx,gy,gz,temperature,flame
-4072.0,1436.0,4852.0,-1651.0,-2122.0,812.0,191.0,1.0
-5564.0,-1788.0,16364.0,-2199.0,-1842.0,217.0,233.0,1.0
6160.0,-1332.0,9964.0,-1898.0,-1598.0,-325.0,196.0,1.0
5128.0,-1180.0,19164.0,-1229.0,-2563.0,-600.0,191.0,1.0
12292.0,-380.0,17720.0,-717.0,17.0,-798.0,223.0,1.0
2564.0,-344.0,29380.0,-111.0,785.0,-753.0,200.0,1.0
-1664.0,-2648.0,26676.0,128.0,2419.0,-510.0,191.0,1.0
-6196.0,328.0,19900.0,-402.0,614.0,234.0,219.0,1.0
-8184.0,2156.0,9864.0,-888.0,-419.0,927.0,193.0,1.0
-5216.0,1456.0,8520.0,-1620.0,-2391.0,881.0,193.0,1.0
-3928.0,-2536.0,16000.0,-2251.0,-1865.0,219.0,234.0,1.0
3896.0,-1556.0,8756.0,-1971.0,-1703.0,-301.0,190.0,1.0
7764.0,-1028.0,17124.0,-1217.0,-2204.0,-640.0,194.0,1.0
9996.0,-48.0,22232.0,-642.0,-50.0,-828.0,222.0,1.0
4808.0,-988.0,23840.0,-227.0,775.0,-774.0,201.0,1.0
3980.0,-372.0,21256.0,11.0,2280.0,-380.0,194.0,1.0
-8512.0,1532.0,12400.0,-441.0,555.0,371.0,213.0,1.0
-16208.0,4164.0,8612.0,-1032.0,-1564.0,943.0,220.0,1.0
-4620.0,2648.0,5108.0,-1999.0,-2025.0,555.0,197.0,1.0
5284.0,-3800.0,6236.0,-2173.0,-2102.0,-146.0,197.0,1.0
2068.0,-1152.0,18620.0,-1346.0,-2424.0,-549.0,190.0,1.0
9024.0,-900.0,17280.0,-761.0,-224.0,-797.0,229.0,1.0
4188.0,-472.0,22172.0,-197.0,846.0,-796.0,201.0,1.0
-100.0,-2044.0,26436.0,90.0,2293.0,-430.0,190.0,1.0
-5492.0,312.0,22556.0,-418.0,760.0,258.0,219.0,1.0
-7936.0,1804.0,8820.0,-874.0,-948.0,913.0,199.0,1.0
-4344.0,980.0,6208.0,-1664.0,-2041.0,800.0,189.0,1.0
-4048.0,-2776.0,16548.0,-2317.0,-1996.0,154.0,227.0,1.0
5860.0,-2860.0,6404.0,-1861.0,-1388.0,-293.0,206.0,1.0
7112.0,-1500.0,19008.0,-1137.0,-1805.0,-734.0,192.0,1.0
7852.0,64.0,24772.0,-645.0,-247.0,-840.0,207.0,1.0
3624.0,-1032.0,25388.0,-60.0,1379.0,-644.0,198.0,1.0
-4624.0,108.0,23316.0,-155.0,1757.0,-189.0,191.0,1.0
-8216.0,2056.0,8396.0,-569.0,495.0,667.0,191.0,1.0
-16184.0,3288.0,10176.0,-1480.0,-2249.0,972.0,203.0,1.0
448.0,-2268.0,14156.0,-2180.0,-1937.0,310.0,232.0,1.0
6776.0,-3008.0,4224.0,-1916.0,-1519.0,-244.0,195.0,1.0
2428.0,-392.0,16156.0,-1113.0,-2281.0,-647.0,193.0,1.0
5396.0,-232.0,26756.0,-784.0,-396.0,-802.0,225.0,1.0
6124.0,-584.0,20808.0,-235.0,1016.0,-784.0,201.0,1.0
2368.0,-588.0,21584.0,67.0,2286.0,-365.0,199.0,1.0
-2456.0,-2760.0,26660.0,-182.0,841.0,80.0,229.0,1.0
-12564.0,4700.0,10576.0,-708.0,566.0,720.0,194.0,1.0
-14400.0,3976.0,10196.0,-1294.0,-2030.0,973.0,206.0,1.0
-3424.0,2276.0,4208.0,-2086.0,-1943.0,407.0,208.0,1.0
8160.0,-2340.0,3020.0,-2179.0,-1565.0,-151.0,201.0,1.0
4516.0,-2316.0,9928.0,-1479.0,-1746.0,-372.0,203.0,1.0
4868.0,-1304.0,15888.0,-1036.0,-1391.0,-818.0,200.0,1.0
3588.0,212.0,28240.0,-602.0,-147.0,-842.0,204.0,1.0
4176.0,-680.0,22052.0,-90.0,1098.0,-739.0,214.0,1.0
3068.0,-856.0,21016.0,103.0,2301.0,-331.0,195.0,1.0
-9068.0,1552.0,14404.0,-339.0,487.0,220.0,231.0,1.0
-12764.0,4980.0,8612.0,-770.0,-448.0,832.0,188.0,1.0
-14576.0,3540.0,14144.0,-1660.0,-2032.0,831.0,194.0,1.0
-2228.0,-2776.0,15772.0,-2184.0,-1837.0,224.0,226.0,1.0
6968.0,-2944.0,3448.0,-1975.0,-1672.0,-284.0,195.0,1.0
3016.0,-1696.0,11984.0,-1340.0,-2462.0,-545.0,191.0,1.0
11188.0,116.0,19976.0,-889.0,-525.0,-878.0,224.0,1.0
1692.0,-804.0,28892.0,-260.0,346.0,-785.0,195.0,1.0
6008.0,-604.0,19856.0,36.0,2088.0,-536.0,201.0,1.0
-6804.0,376.0,18352.0,-128.0,1205.0,-67.0,208.0,1.0
-9984.0,3412.0,8636.0,-693.0,423.0,717.0,192.0,1.0
-17396.0,3340.0,11720.0,-1313.0,-2187.0,974.0,205.0,1.0
-3248.0,1960.0,3744.0,-2080.0,-1357.0,400.0,229.0,1.0
6640.0,-2740.0,3376.0,-2040.0,-2369.0,-166.0,197.0,1.0
4368.0,-948.0,12456.0,-1357.0,-2011.0,-648.0,197.0,1.0
6540.0,208.0,27340.0,-881.0,-332.0,-917.0,224.0,1.0
3360.0,-248.0,24516.0,-269.0,461.0,-821.0,197.0,1.0
2100.0,-916.0,21820.0,123.0,2172.0,-478.0,197.0,1.0
-4604.0,-2140.0,25912.0,-326.0,501.0,218.0,232.0,1.0
-16928.0,3000.0,13120.0,-908.0,-279.0,857.0,193.0,1.0
-2716.0,2208.0,4080.0,-1794.0,-1930.0,712.0,188.0,1.0
-4392.0,-2640.0,16068.0,-2228.0,-2147.0,-12.0,203.0,1.0
2716.0,-1172.0,18300.0,-1470.0,-2205.0,-434.0,207.0,1.0
10164.0,-1264.0,17540.0,-868.0,-624.0,-796.0,211.0,1.0
6920.0,292.0,26200.0,-247.0,277.0,-882.0,198.0,1.0
-2092.0,-2572.0,27464.0,84.0,2242.0,-579.0,200.0,1.0
-8156.0,688.0,20124.0,-337.0,369.0,233.0,228.0,1.0
-9100.0,4308.0,8476.0,-918.0,-874.0,949.0,196.0,1.0
-13012.0,2620.0,10932.0,-1772.0,-2032.0,697.0,188.0,1.0
5104.0,-1128.0,6844.0,-2185.0,-2186.0,-109.0,197.0,1.0
6504.0,-1900.0,9692.0,-1451.0,-1880.0,-589.0,196.0,1.0
6864.0,20.0,25288.0,-857.0,-587.0,-862.0,233.0,1.0
5768.0,-452.0,21240.0,-216.0,559.0,-808.0,200.0,1.0
-1584.0,-1480.0,25268.0,110.0,2214.0,-422.0,196.0,1.0
-4668.0,76.0,23868.0,-398.0,226.0,338.0,223.0,1.0
-15236.0,2764.0,15264.0,-937.0,-933.0,890.0,189.0,1.0
-592.0,1816.0,3596.0,-1880.0,-1722.0,649.0,192.0,1.0
-5364.0,-2912.0,17180.0,-2209.0,-2343.0,-17.0,210.0,1.0
3352.0,-1540.0,17652.0,-1610.0,-1703.0,-447.0,206.0,1.0
11632.0,-848.0,16440.0,-975.0,-899.0,-835.0,196.0,1.0
5136.0,104.0,28520.0,-296.0,224.0,-871.0,196.0,1.0
4568.0,-292.0,22924.0,124.0,1890.0,-567.0,211.0,1.0
-5700.0,1332.0,22536.0,-191.0,1110.0,-7.0,200.0,1.0
-8896.0,1872.0,11360.0,-635.0,566.0,700.0,194.0,1.0
-14428.0,4248.0,9196.0,-1388.0,-2141.0,869.0,207.0,1.0
-5968.0,-2204.0,16928.0,-2110.0,-1433.0,382.0,205.0,1.0
2536.0,-1168.0,7408.0,-2073.0,-2319.0,-205.0,194.0,1.0
7352.0,-2972.0,7316.0,-1412.0,-2093.0,-565.0,195.0,1.0
11932.0,56.0,18928.0,-924.0,-703.0,-861.0,200.0,1.0
1968.0,-1160.0,29424.0,-322.0,216.0,-858.0,194.0,1.0
5880.0,-448.0,20088.0,171.0,1961.0,-585.0,205.0,1.0
-7676.0,1184.0,19416.0,-202.0,1067.0,-21.0,210.0,1.0
-8564.0,3052.0,8612.0,-719.0,545.0,776.0,189.0,1.0
-15624.0,2444.0,14644.0,-1346.0,-2134.0,846.0,199.0,1.0
-3952.0,-4148.0,17468.0,-2187.0,-1607.0,314.0,209.0,1.0
6736.0,-3144.0,3928.0,-1979.0,-2073.0,-255.0,196.0,1.0
4200.0,-1512.0,15328.0,-1246.0,-2148.0,-765.0,191.0,1.0
1404.0,-956.0,30296.0,-588.0,80.0,-852.0,210.0,1.0
6556.0,-40.0,19000.0,40.0,1634.0,-655.0,206.0,1.0
-5068.0,-2524.0,26320.0,-41.0,1600.0,-130.0,193.0,1.0
-8664.0,1424.0,15720.0,-791.0,326.0,847.0,183.0,1.0
-2856.0,2136.0,3904.0,-1719.0,-2031.0,774.0,192.0,1.0
-4772.0,-4024.0,17712.0,-2208.0,-2568.0,15.0,210.0,1.0
8700.0,-2980.0,5408.0,-1503.0,-1701.0,-410.0,209.0,1.0
9576.0,192.0,23648.0,-871.0,-253.0,-878.0,232.0,1.0
4596.0,-888.0,21536.0,-69.0,1022.0,-747.0,211.0,1.0
-3012.0,-1580.0,25928.0,-24.0,1676.0,-158.0,190.0,1.0
-14848.0,4520.0,9228.0,-800.0,306.0,825.0,183.0,1.0
-4128.0,2356.0,4052.0,-1733.0,-2005.0,758.0,191.0,1.0
-6452.0,-2768.0,17704.0,-2257.0,-2275.0,20.0,214.0,1.0
4696.0,-2456.0,4020.0,-1694.0,-1589.0,-385.0,204.0,1.0
11280.0,-824.0,16912.0,-955.0,-1233.0,-851.0,196.0,1.0
4952.0,304.0,28836.0,-340.0,206.0,-869.0,193.0,1.0
4620.0,-404.0,22724.0,75.0,1911.0,-543.0,204.0,1.0
-6772.0,1288.0,21956.0,-213.0,1015.0,23.0,210.0,1.0
-9048.0,2424.0,9232.0,-695.0,483.0,811.0,189.0,1.0
-15896.0,2852.0,13768.0,-1503.0,-2250.0,839.0,194.0,1.0
-1964.0,-3344.0,16688.0,-2228.0,-2008.0,197.0,233.0,1.0
8400.0,-2940.0,5008.0,-1726.0,-1678.0,-348.0,212.0,1.0
2976.0,-1716.0,18656.0,-1105.0,-1881.0,-812.0,193.0,1.0
1324.0,-1236.0,29456.0,-393.0,164.0,-830.0,195.0,1.0
5992.0,28.0,19068.0,108.0,1793.0,-600.0,213.0,1.0
-4120.0,-1812.0,26288.0,-143.0,1137.0,-50.0,199.0,1.0
-10716.0,5272.0,7200.0,-649.0,510.0,739.0,190.0,1.0
-12712.0,3448.0,12756.0,-1537.0,-2206.0,841.0,194.0,1.0
-1252.0,-752.0,8996.0,-2214.0,-1959.0,263.0,233.0,1.0
5768.0,-2452.0,9748.0,-1877.0,-1910.0,-252.0,198.0,1.0
6008.0,-804.0,20364.0,-1138.0,-1879.0,-789.0,190.0,1.0
11788.0,64.0,19556.0,-518.0,115.0,-894.0,205.0,1.0
1284.0,-1216.0,22656.0,47.0,1466.0,-669.0,211.0,1.0
-3744.0,-1904.0,25240.0,-70.0,1614.0,-127.0,193.0,1.0
-10308.0,1748.0,15256.0,-727.0,485.0,761.0,193.0,1.0
-12760.0,5300.0,7972.0,-1386.0,-2099.0,854.0,196.0,1.0
-5840.0,-2140.0,16912.0,-2229.0,-1817.0,244.0,227.0,1.0
4388.0,-1620.0,5716.0,-1871.0,-1786.0,-297.0,193.0,1.0
9896.0,-1276.0,17792.0,-1189.0,-2151.0,-756.0,191.0,1.0
6920.0,300.0,26364.0,-626.0,-11.0,-863.0,209.0,1.0
3896.0,-356.0,24060.0,-97.0,1148.0,-774.0,213.0,1.0
2448.0,-424.0,21636.0,30.0,1994.0,-245.0,190.0,1.0
-9432.0,2204.0,10520.0,-492.0,356.0,544.0,202.0,1.0
-15560.0,2856.0,12676.0,-1180.0,-1823.0,889.0,201.0,1.0
-3024.0,2084.0,3800.0,-2174.0,-1559.0,387.0,192.0,1.0
7876.0,-3192.0,5020.0,-1921.0,-2076.0,-213.0,191.0,1.0
3184.0,-2008.0,18872.0,-1261.0,-2218.0,-689.0,192.0,1.0
1220.0,-1136.0,28828.0,-520.0,67.0,-866.0,209.0,1.0
5468.0,184.0,19608.0,-11.0,1416.0,-702.0,192.0,1.0
-4728.0,-2360.0,26116.0,13.0,2000.0,-187.0,188.0,1.0
-8572.0,1176.0,19380.0,-562.0,428.0,676.0,199.0,1.0
-9580.0,2544.0,8016.0,-1320.0,-2085.0,869.0,207.0,1.0
-3480.0,-1008.0,13504.0,-2121.0,-1650.0,406.0,210.0,1.0
1420.0,-1844.0,10888.0,-1965.0,-2161.0,-232.0,192.0,1.0
8572.0,-1192.0,19504.0,-1180.0,-1989.0,-772.0,191.0,1.0
6696.0,280.0,27100.0,-453.0,192.0,-848.0,199.0,1.0
4980.0,-848.0,21168.0,64.0,1948.0,-558.0,210.0,1.0
-9204.0,1268.0,17608.0,-251.0,740.0,97.0,220.0,1.0
-13000.0,5308.0,8772.0,-833.0,-155.0,849.0,184.0,1.0
-8476.0,2188.0,6440.0,-1786.0,-1899.0,727.0,193.0,1.0
-4488.0,-904.0,15104.0,-2222.0,-2609.0,-4.0,206.0,1.0
3384.0,-1432.0,16588.0,-1531.0,-1631.0,-436.0,212.0,1.0
12144.0,-664.0,17248.0,-940.0,-532.0,-849.0,226.0,1.0
3132.0,-544.0,29512.0,-172.0,766.0,-796.0,196.0,1.0
-4284.0,-2580.0,25412.0,112.0,2198.0,-265.0,191.0,1.0
-9600.0,1828.0,14664.0,-479.0,368.0,561.0,202.0,1.0
-15456.0,4552.0,9944.0,-1405.0,-2198.0,892.0,201.0,1.0
-4520.0,-4168.0,17996.0,-2274.0,-1889.0,301.0,234.0,1.0
7984.0,-3088.0,6100.0,-1730.0,-1630.0,-358.0,219.0,1.0
4048.0,-1968.0,20796.0,-981.0,-1209.0,-836.0,197.0,1.0
2856.0,-576.0,25064.0,-283.0,242.0,-871.0,190.0,1.0
1352.0,-1328.0,22656.0,171.0,2273.0,-457.0,198.0,1.0
-6596.0,852.0,24912.0,-426.0,329.0,418.0,207.0,1.0
-11872.0,3732.0,9968.0,-1237.0,-1857.0,896.0,201.0,1.0
-3128.0,-372.0,12896.0,-2195.0,-1578.0,428.0,224.0,1.0
2352.0,-1680.0,6388.0,-1855.0,-1859.0,-250.0,199.0,1.0
11708.0,-772.0,17056.0,-1083.0,-1590.0,-809.0,196.0,1.0
2736.0,-544.0,29956.0,-286.0,178.0,-857.0,192.0,1.0
6552.0,-196.0,18588.0,186.0,2279.0,-505.0,195.0,1.0
-10104.0,1724.0,14892.0,-311.0,341.0,241.0,229.0,1.0
-14180.0,3892.0,9616.0,-1048.0,-1205.0,889.0,211.0,1.0
-5864.0,1968.0,4180.0,-2088.0,-1566.0,539.0,202.0,1.0
7984.0,-2928.0,4304.0,-2048.0,-2374.0,-204.0,195.0,1.0
2472.0,-2352.0,19784.0,-1247.0,-2236.0,-697.0,189.0,1.0
13420.0,-508.0,17092.0,-632.0,92.0,-872.0,212.0,1.0
5604.0,-188.0,18204.0,42.0,1582.0,-695.0,201.0,1.0
-5156.0,-2400.0,26876.0,-136.0,1356.0,-105.0,196.0,1.0
-9180.0,1972.0,12528.0,-730.0,378.0,826.0,187.0,1.0
-336.0,716.0,5788.0,-1797.0,-1894.0,756.0,195.0,1.0
-2312.0,-3360.0,16816.0,-2200.0,-2406.0,56.0,217.0,1.0
8540.0,-2956.0,5804.0,-1677.0,-1567.0,-350.0,204.0,1.0
3360.0,-1800.0,21408.0,-962.0,-1283.0,-841.0,208.0,1.0
1940.0,-720.0,26988.0,-256.0,347.0,-827.0,192.0,1.0
4312.0,-284.0,19764.0,226.0,2187.0,-499.0,199.0,1.0
-4708.0,-2432.0,25996.0,-330.0,427.0,179.0,235.0,1.0
-15280.0,3068.0,12340.0,-962.0,-945.0,873.0,196.0,1.0
-2232.0,2132.0,4092.0,-1953.0,-1601.0,673.0,193.0,1.0
-5448.0,-4208.0,17884.0,-2110.0,-2630.0,-67.0,191.0,1.0
5264.0,-1256.0,21396.0,-1368.0,-1962.0,-636.0,192.0,1.0
11784.0,-104.0,19672.0,-707.0,103.0,-898.0,222.0,1.0
1880.0,-572.0,26412.0,28.0,1668.0,-649.0,213.0,1.0
-6736.0,1272.0,22452.0,-196.0,1017.0,6.0,205.0,1.0
-10732.0,4264.0,8784.0,-818.0,28.0,824.0,183.0,1.0
-11828.0,3468.0,11380.0,-1698.0,-2053.0,809.0,194.0,1.0
4172.0,-2840.0,4324.0,-2237.0,-2677.0,9.0,203.0,1.0
3588.0,-2240.0,17948.0,-1443.0,-1859.0,-540.0,198.0,1.0
14576.0,-168.0,15220.0,-710.0,41.0,-866.0,225.0,1.0
976.0,-372.0,28888.0,25.0,1570.0,-699.0,213.0,1.0
-6456.0,772.0,21124.0,-242.0,1106.0,24.0,182.0,1.0
-10596.0,5144.0,7704.0,-848.0,-220.0,864.0,184.0,1.0
-9368.0,2344.0,6544.0,-1921.0,-1684.0,690.0,193.0,1.0
8172.0,-2984.0,4420.0,-2178.0,-2575.0,-140.0,195.0,1.0
3500.0,-1644.0,22368.0,-1356.0,-2179.0,-644.0,193.0,1.0
11872.0,-388.0,19168.0,-459.0,153.0,-862.0,199.0,1.0
-1636.0,-1168.0,25716.0,113.0,2108.0,-572.0,199.0,1.0
-7860.0,872.0,19944.0,-330.0,320.0,246.0,229.0,1.0
-11204.0,5236.0,7868.0,-1089.0,-1452.0,882.0,205.0,1.0
-5624.0,-2824.0,16672.0,-2135.0,-1468.0,501.0,198.0,1.0
6032.0,-3176.0,3840.0,-1998.0,-2176.0,-214.0,191.0,1.0
3224.0,-1460.0,16576.0,-1187.0,-1999.0,-761.0,193.0,1.0
2016.0,-1280.0,28660.0,-484.0,85.0,-905.0,208.0,1.0
5360.0,48.0,19448.0,135.0,1801.0,-589.0,219.0,1.0
-4568.0,-2732.0,26120.0,-170.0,1097.0,34.0,211.0,1.0
-10208.0,1620.0,16704.0,-709.0,102.0,799.0,185.0,1.0
-2780.0,2344.0,4500.0,-1863.0,-1854.0,711.0,192.0,1.0
-4344.0,-4100.0,17560.0,-2240.0,-2689.0,45.0,206.0,1.0
8716.0,-3080.0,6316.0,-1391.0,-1873.0,-540.0,195.0,1.0
7024.0,508.0,26724.0,-678.0,68.0,-856.0,216.0,1.0
6136.0,-512.0,19692.0,99.0,1640.0,-664.0,212.0,1.0
-3732.0,-2668.0,25296.0,-246.0,822.0,67.0,210.0,1.0
-13716.0,2320.0,12096.0,-873.0,-502.0,811.0,189.0,1.0
-268.0,896.0,5164.0,-1937.0,-1577.0,656.0,197.0,1.0
-1840.0,-2536.0,16044.0,-2196.0,-2701.0,-79.0,198.0,1.0
7408.0,-2736.0,7368.0,-1378.0,-2115.0,-616.0,189.0,1.0
8152.0,396.0,25032.0,-749.0,-16.0,-904.0,229.0,1.0
4656.0,-920.0,22020.0,-100.0,1127.0,-738.0,211.0,1.0
100.0,-732.0,24120.0,14.0,1970.0,-145.0,194.0,1.0
-5604.0,336.0,24944.0,-463.0,359.0,465.0,205.0,1.0
-13844.0,3652.0,14432.0,-1191.0,-1763.0,845.0,198.0,1.0
-1520.0,-176.0,8208.0,-2163.0,-1668.0,397.0,197.0,1.0
-1612.0,-2692.0,15344.0,-1945.0,-2162.0,-219.0,190.0,1.0
7296.0,-1008.0,20428.0,-1158.0,-1948.0,-754.0,198.0,1.0
6656.0,480.0,26768.0,-264.0,212.0,-825.0,195.0,1.0
6536.0,-740.0,19004.0,145.0,2396.0,-530.0,197.0,1.0
-9192.0,1872.0,13500.0,-458.0,395.0,432.0,206.0,1.0
-15680.0,3100.0,12852.0,-1375.0,-2126.0,876.0,203.0,1.0
-592.0,-1464.0,12212.0,-2238.0,-2192.0,169.0,229.0,1.0
4868.0,-1736.0,10768.0,-1610.0,-1616.0,-359.0,214.0,1.0
10692.0,-1388.0,18096.0,-897.0,-489.0,-895.0,231.0,1.0
5368.0,-60.0,18780.0,-58.0,1230.0,-729.0,219.0,1.0
-5248.0,-624.0,26072.0,-142.0,1369.0,-91.0,202.0,1.0
-11116.0,3460.0,9644.0,-800.0,-247.0,817.0,186.0,1.0
-10836.0,3424.0,7056.0,-1987.0,-1673.0,676.0,199.0,1.0
8928.0,-3132.0,5060.0,-2070.0,-2382.0,-177.0,190.0,1.0
4856.0,-860.0,22564.0,-1108.0,-1789.0,-808.0,200.0,1.0
5676.0,16.0,28460.0,-176.0,421.0,-830.0,190.0,1.0
-4880.0,-2744.0,26936.0,168.0,2468.0,-374.0,190.0,1.0
-9152.0,1816.0,10940.0,-604.0,497.0,697.0,191.0,1.0
-14480.0,3332.0,14344.0,-1622.0,-2207.0,838.0,192.0,1.0
-744.0,-2132.0,9608.0,-2220.0,-2868.0,7.0,203.0,1.0
3960.0,-1276.0,13144.0,-1475.0,-1859.0,-488.0,202.0,1.0
11784.0,-1228.0,17768.0,-805.0,-117.0,-886.0,233.0,1.0
4100.0,-348.0,20072.0,-58.0,1330.0,-741.0,194.0,1.0
-4528.0,-1020.0,25756.0,-125.0,1507.0,-103.0,178.0,1.0
-10020.0,2284.0,9908.0,-860.0,-347.0,864.0,191.0,1.0
-3160.0,-144.0,12696.0,-1994.0,-1587.0,623.0,196.0,1.0
1436.0,-2528.0,6448.0,-2153.0,-2742.0,-84.0,194.0,1.0
3512.0,-1592.0,15856.0,-1300.0,-2148.0,-692.0,193.0,1.0
1096.0,-992.0,29024.0,-499.0,161.0,-861.0,207.0,1.0
2688.0,-756.0,21232.0,178.0,2196.0,-591.0,204.0,1.0
-5360.0,564.0,24272.0,-329.0,441.0,204.0,227.0,1.0
-10824.0,3944.0,8868.0,-1029.0,-1217.0,878.0,218.0,1.0
-4172.0,-1944.0,15064.0,-2178.0,-1435.0,498.0,206.0,1.0
7524.0,-3024.0,4568.0,-1793.0,-1720.0,-259.0,212.0,1.0
3792.0,-1872.0,21392.0,-979.0,-1213.0,-848.0,205.0,1.0
5032.0,-828.0,22056.0,-112.0,493.0,-802.0,196.0,1.0
-2712.0,-1884.0,26016.0,-3.0,2074.0,-232.0,178.0,1.0
-8220.0,1496.0,14668.0,-671.0,246.0,756.0,189.0,1.0
-1332.0,608.0,7128.0,-1782.0,-2019.0,689.0,193.0,1.0
-2024.0,-1308.0,10976.0,-2184.0,-2813.0,-86.0,195.0,1.0
4332.0,-1984.0,15220.0,-1284.0,-2235.0,-668.0,191.0,1.0
1900.0,-444.0,27168.0,-233.0,228.0,-876.0,185.0,1.0
-2892.0,-1592.0,27108.0,101.0,2489.0,-397.0,192.0,1.0
-9704.0,1724.0,13324.0,-617.0,178.0,744.0,182.0,1.0
-868.0,468.0,9572.0,-2010.0,-1683.0,681.0,192.0,1.0
5316.0,-3496.0,5840.0,-2109.0,-2649.0,-156.0,190.0,1.0
2028.0,-1544.0,24084.0,-1193.0,-2138.0,-779.0,195.0,1.0
7648.0,-760.0,18184.0,-150.0,481.0,-854.0,196.0,1.0
-5120.0,-2692.0,27128.0,-36.0,2027.0,-171.0,185.0,1.0
-11480.0,2744.0,10448.0,-755.0,-137.0,846.0,183.0,1.0
-11440.0,2712.0,6812.0,-2109.0,-1378.0,591.0,198.0,1.0
9908.0,-2984.0,3904.0,-1826.0,-1639.0,-262.0,207.0,1.0
11780.0,-1568.0,17448.0,-816.0,-505.0,-880.0,220.0,1.0
-172.0,-764.0,31388.0,21.0,1452.0,-735.0,207.0,1.0
-8132.0,752.0,18056.0,-292.0,754.0,132.0,233.0,1.0
-14872.0,2512.0,11852.0,-1142.0,-1596.0,864.0,194.0,1.0
-704.0,112.0,7432.0,-2231.0,-1894.0,313.0,227.0,1.0
3652.0,-2092.0,16504.0,-1649.0,-1579.0,-379.0,206.0,1.0
14204.0,-388.0,16184.0,-801.0,-323.0,-878.0,233.0,1.0
2900.0,-488.0,25292.0,27.0,1636.0,-701.0,209.0,1.0
-8780.0,964.0,16464.0,-286.0,731.0,76.0,229.0,1.0
-14844.0,2708.0,11232.0,-913.0,-795.0,854.0,195.0,1.0
-1136.0,1036.0,6784.0,-2165.0,-1469.0,504.0,206.0,1.0
-440.0,-1532.0,13092.0,-1910.0,-1914.0,-276.0,196.0,1.0
11288.0,-924.0,16516.0,-984.0,-1308.0,-811.0,203.0,1.0
1556.0,-760.0,29344.0,-264.0,308.0,-825.0,192.0,1.0
4028.0,-524.0,20236.0,130.0,2183.0,-333.0,194.0,1.0
-9008.0,3492.0,9364.0,-606.0,568.0,612.0,200.0,1.0
-11968.0,3760.0,11360.0,-1550.0,-2179.0,860.0,197.0,1.0
-2736.0,-808.0,12044.0,-2232.0,-2172.0,145.0,221.0,1.0
3560.0,-1248.0,15536.0,-1551.0,-1592.0,-420.0,207.0,1.0
12864.0,-744.0,17028.0,-912.0,-546.0,-871.0,219.0,1.0
2008.0,-1196.0,30336.0,-156.0,752.0,-793.0,190.0,1.0
-4036.0,-1444.0,25188.0,55.0,1983.0,-149.0,190.0,1.0
-8668.0,2012.0,10188.0,-676.0,501.0,769.0,192.0,1.0
-15320.0,3172.0,15232.0,-1639.0,-2225.0,822.0,186.0,1.0
1176.0,-1392.0,9408.0,-2198.0,-2494.0,36.0,203.0,1.0
4964.0,-1864.0,10548.0,-1541.0,-1634.0,-466.0,209.0,1.0
7928.0,-1084.0,19652.0,-848.0,-296.0,-921.0,228.0,1.0
5688.0,-420.0,19892.0,-95.0,754.0,-776.0,197.0,1.0
-2744.0,-1892.0,25444.0,79.0,2207.0,-221.0,193.0,1.0
-7992.0,996.0,19000.0,-522.0,498.0,557.0,201.0,1.0
-11160.0,5404.0,8016.0,-1309.0,-2089.0,835.0,203.0,1.0
-6600.0,-2508.0,17188.0,-2219.0,-1778.0,348.0,226.0,1.0
6204.0,-3064.0,3612.0,-1734.0,-1644.0,-303.0,209.0,1.0
12720.0,-260.0,17940.0,-1005.0,-1265.0,-883.0,202.0,1.0
1080.0,-620.0,28812.0,-177.0,322.0,-852.0,192.0,1.0
3840.0,-480.0,19924.0,211.0,2418.0,-436.0,181.0,1.0
-4408.0,-1676.0,25592.0,-389.0,237.0,354.0,217.0,1.0
-14300.0,3152.0,14168.0,-1281.0,-1790.0,882.0,196.0,1.0
-624.0,460.0,6440.0,-2130.0,-1559.0,440.0,197.0,1.0
-1300.0,-3124.0,15648.0,-1992.0,-2239.0,-233.0,188.0,1.0
7324.0,-932.0,20264.0,-1147.0,-1863.0,-761.0,195.0,1.0
8012.0,652.0,25304.0,-387.0,221.0,-892.0,197.0,1.0
4888.0,-992.0,20816.0,152.0,2204.0,-542.0,198.0,1.0
-8596.0,1424.0,16296.0,-335.0,382.0,239.0,231.0,1.0
-14516.0,4892.0,9312.0,-1135.0,-1531.0,909.0,210.0,1.0
-4860.0,1936.0,3480.0,-2143.0,-1574.0,455.0,211.0,1.0
8344.0,-3032.0,6504.0,-1998.0,-2188.0,-257.0,189.0,1.0
5280.0,-1192.0,21004.0,-1160.0,-1844.0,-768.0,200.0,1.0
11252.0,20.0,20108.0,-355.0,226.0,-855.0,198.0,1.0
-592.0,-1148.0,24188.0,206.0,2119.0,-506.0,195.0,1.0
-6848.0,1248.0,23040.0,-378.0,345.0,285.0,232.0,1.0
-9988.0,3408.0,9384.0,-1018.0,-1062.0,901.0,201.0,1.0
-3468.0,-848.0,12756.0,-2032.0,-1510.0,610.0,201.0,1.0
604.0,-1572.0,10308.0,-2155.0,-2538.0,-190.0,196.0,1.0
7040.0,-2624.0,7728.0,-1362.0,-1900.0,-604.0,194.0,1.0
5200.0,444.0,28304.0,-723.0,-28.0,-891.0,224.0,1.0
4796.0,-944.0,20796.0,-73.0,1051.0,-742.0,214.0,1.0
-1704.0,-936.0,25476.0,-28.0,1928.0,-211.0,192.0,1.0
-6836.0,1180.0,22644.0,-568.0,539.0,623.0,199.0,1.0
