ax,ay,az,gx,gy,gz,temp,flame,label
5068,-1668.0,-8400.0,-1479.0,-102.0,753.0,127.0,1.0,0
-2136,4808.0,-4704.0,-2569.0,-451.0,693.0,103.0,1.0,0
5256,-1500.0,-3316.0,-1938.0,-287.0,788.0,108.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,0
3320,-952.0,-9552.0,-3351.0,-1439.0,893.0,129.0,1.0,0
128,6720.0,-4752.0,-3718.0,-1940.0,853.0,125.0,1.0,0
-13368,-6792.0,9800.0,-3681.0,-2696.0,758.0,114.0,1.0,0
-17768,-9560.0,19392.0,-3642.0,-3148.0,780.0,147.0,1.0,0
-5320,3000.0,352.0,-3721.0,-3124.0,823.0,151.0,1.0,0
-15136,-9768.0,14260.0,-3917.0,-2837.0,684.0,90.0,1.0,0
428,6660.0,-4508.0,-3908.0,-2673.0,685.0,125.0,1.0,0
1988,6912.0,-5144.0,-3926.0,-2057.0,714.0,128.0,1.0,0
-232,4652.0,-1168.0,-2782.0,523.0,673.0,104.0,1.0,0
916,8484.0,-5952.0,-2405.0,-135.0,834.0,116.0,1.0,0
5704,536.0,-2160.0,-2037.0,-120.0,779.0,130.0,1.0,0
5996,4.0,-8416.0,-2087.0,345.0,657.0,116.0,1.0,0
3136,-868.0,-7060.0,-2016.0,344.0,622.0,135.0,1.0,0
1616,4908.0,-4152.0,-1854.0,460.0,527.0,106.0,1.0,0
648,764.0,-5876.0,-3955.0,-2215.0,681.0,123.0,1.0,0
-12456,-7636.0,11388.0,-3165.0,-2756.0,-8.0,128.0,1.0,0
-7572,-7768.0,27684.0,-1022.0,-1377.0,-692.0,107.0,1.0,0
-11028,-7548.0,27264.0,-353.0,339.0,-1415.0,120.0,1.0,0
-10484,-6944.0,23020.0,-720.0,90.0,-1538.0,139.0,1.0,0
-6228,4380.0,12656.0,-1400.0,-423.0,-1420.0,116.0,1.0,0
-11124,-2956.0,20720.0,-2002.0,-1495.0,-1120.0,112.0,1.0,0
-4976,4084.0,9944.0,-2507.0,-1308.0,-791.0,118.0,1.0,0
-1060,2404.0,12392.0,-2051.0,-1148.0,-474.0,111.0,1.0,0
-1112,176.0,11720.0,-368.0,1304.0,-442.0,144.0,1.0,0
8192,-80.0,32372.0,2119.0,4347.0,-86.0,155.0,1.0,0
1068,5076.0,30504.0,1549.0,3798.0,228.0,133.0,1.0,0
7776,564.0,32767.0,1110.0,3323.0,264.0,112.0,1.0,0
-516,5608.0,30228.0,-455.0,77.0,220.0,129.0,1.0,0
-14744,-388.0,22556.0,-1555.0,-3795.0,156.0,76.0,1.0,0
-13040,-6640.0,20988.0,-847.0,-3081.0,866.0,122.0,1.0,0
6196,-3300.0,-8288.0,-2170.0,298.0,583.0,137.0,1.0,0
-15284,-8388.0,14292.0,-3905.0,-3042.0,688.0,103.0,1.0,0
-2272,4932.0,-2344.0,-3728.0,-3061.0,252.0,135.0,1.0,0
-15268,-10196.0,17712.0,-3060.0,-2884.0,114.0,148.0,1.0,0
-14556,-7516.0,11680.0,-1770.0,-2026.0,-321.0,141.0,1.0,0
-6532,-7140.0,26268.0,-679.0,-163.0,-1150.0,84.0,1.0,0
-8092,1892.0,17384.0,-1176.0,-644.0,-1479.0,136.0,1.0,0
-9820,-2092.0,19916.0,-2350.0,-2029.0,-854.0,114.0,1.0,0
-7424,4652.0,11544.0,-2115.0,-1495.0,-1065.0,72.0,1.0,0
-7288,5828.0,10368.0,-1546.0,-795.0,-1296.0,96.0,1.0,0
-10556,-4148.0,20480.0,-1771.0,-1304.0,-1162.0,88.0,1.0,0
-7204,3552.0,11772.0,-1780.0,-1453.0,-1310.0,116.0,1.0,0
-9208,-756.0,19792.0,-2407.0,-2093.0,-847.0,132.0,1.0,0
-7060,6128.0,10392.0,-2260.0,-1433.0,-603.0,80.0,1.0,0
2336,2016.0,11176.0,-1453.0,202.0,-420.0,125.0,1.0,0
-4644,3732.0,12436.0,825.0,2345.0,-470.0,138.0,1.0,0
9884,4404.0,24892.0,2041.0,4330.0,-272.0,82.0,1.0,0
5176,5080.0,31328.0,1615.0,3995.0,348.0,114.0,1.0,0
7580,3352.0,32767.0,-786.0,-510.0,280.0,143.0,1.0,0
-14468,4440.0,32767.0,-1609.0,-3524.0,193.0,83.0,1.0,0
-3852,2064.0,8068.0,-1312.0,-4698.0,315.0,138.0,1.0,0
-10656,-4212.0,17620.0,-1219.0,-2663.0,977.0,134.0,1.0,0
2920,1336.0,3812.0,-1196.0,-2463.0,977.0,98.0,1.0,0
6716,-364.0,-10212.0,-1610.0,-640.0,876.0,92.0,1.0,0
6492,364.0,-2108.0,-2052.0,104.0,740.0,119.0,1.0,0
-76,2048.0,-5628.0,-3530.0,-1433.0,648.0,112.0,1.0,0
-12412,-5444.0,10800.0,-4050.0,-2983.0,649.0,118.0,1.0,0
-16072,-9564.0,23724.0,-3765.0,-3312.0,285.0,141.0,1.0,0
-6968,-792.0,4380.0,-3843.0,-3155.0,364.0,167.0,1.0,0
-15672,-9784.0,16784.0,-4022.0,-3329.0,413.0,135.0,1.0,0
-13632,-5856.0,12980.0,-2254.0,-2542.0,-501.0,128.0,1.0,0
-17192,-10896.0,20408.0,-2743.0,-2936.0,149.0,132.0,1.0,0
-16004,-9284.0,23224.0,-3658.0,-2707.0,463.0,135.0,1.0,0
-6580,1188.0,2559.0,-1.0,-1.0,-1.0,130.0,1.0,0
-6020,-1916.0,5068.0,-3855.0,-2649.0,553.0,135.0,1.0,0
-5932,1028.0,1876.0,-3806.0,-1789.0,749.0,138.0,1.0,0
3448,-1380.0,-9564.0,-3621.0,-1239.0,634.0,122.0,1.0,0
1664,-1796.0,-9544.0,-2507.0,-5.0,798.0,126.0,1.0,0
-904,1236.0,-6028.0,-2548.0,-140.0,921.0,100.0,1.0,0
-1184,3840.0,-5712.0,-1985.0,-31.0,943.0,134.0,1.0,0
2280,3500.0,804.0,-1427.0,-1166.0,1188.0,121.0,1.0,0
2572,4568.0,1468.0,-1127.0,-2397.0,1121.0,92.0,1.0,0
5520,700.0,-3040.0,-1143.0,-1921.0,1132.0,122.0,1.0,0
-12848,-3828.0,21172.0,-697.0,-3199.0,1035.0,127.0,1.0,0
-12604,-3592.0,18832.0,-1308.0,-4552.0,509.0,132.0,1.0,0
-14608,-996.0,23148.0,-1518.0,-3275.0,180.0,84.0,1.0,0
6968,3996.0,32767.0,-368.0,0.0,230.0,124.0,1.0,0
7744,-16.0,32767.0,2030.0,4453.0,219.0,104.0,1.0,0
4060,7056.0,15540.0,280.0,2390.0,-770.0,116.0,1.0,0
9552,3676.0,25992.0,210.0,1855.0,-536.0,134.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,0
7964,1500.0,32767.0,2282.0,4573.0,51.0,76.0,1.0,0
6540,5604.0,17104.0,2243.0,4721.0,36.0,110.0,1.0,0
9748,1956.0,30304.0,2184.0,4247.0,11.0,100.0,1.0,0
9428,-916.0,32767.0,2406.0,4778.0,-27.0,130.0,1.0,0
7580,2216.0,32767.0,2536.0,4545.0,-32.0,134.0,1.0,0
6888,4444.0,21644.0,2024.0,4198.0,-235.0,122.0,1.0,0
4740,6252.0,18420.0,843.0,3055.0,-744.0,144.0,1.0,0
2744,4740.0,12740.0,-1532.0,144.0,-827.0,88.0,1.0,0
-7000,640.0,18832.0,-2216.0,-969.0,-1054.0,120.0,1.0,0
-9564,-3820.0,22052.0,-675.0,505.0,-1493.0,149.0,1.0,0
-4780,4572.0,10348.0,-2035.0,-1111.0,-1250.0,132.0,1.0,0
-7756,-344.0,21504.0,-1685.0,-478.0,-1380.0,80.0,1.0,0
-7860,996.0,19348.0,-1155.0,-61.0,-1451.0,104.0,1.0,0
-12800,-2260.0,21148.0,-602.0,91.0,-1437.0,88.0,1.0,0
-16244,-11112.0,20612.0,-1338.0,-1716.0,-657.0,112.0,1.0,0
-16236,-10012.0,15032.0,-3759.0,-2939.0,750.0,92.0,1.0,0
-1128,-1472.0,-6356.0,-3899.0,-2276.0,866.0,127.0,1.0,0
588,-8184.0,-9472.0,-2556.0,-48.0,964.0,130.0,1.0,0
3024,96.0,-11644.0,-1341.0,-333.0,1062.0,72.0,1.0,0
4300,-192.0,-4108.0,-888.0,-2420.0,1113.0,125.0,1.0,0
-13852,-2348.0,22080.0,-802.0,-3921.0,-1.0,112.0,1.0,0
-8840,-3024.0,16232.0,-489.0,-3237.0,1174.0,128.0,1.0,0
1392,3884.0,5360.0,-673.0,-3443.0,1060.0,124.0,1.0,0
-14320,280.0,27824.0,-1127.0,-4375.0,450.0,127.0,1.0,0
-11864,-7116.0,18668.0,-1484.0,-4609.0,315.0,111.0,1.0,0
1472,4296.0,2856.0,-1250.0,-4749.0,439.0,113.0,1.0,0
-14912,2084.0,27932.0,-967.0,-4212.0,618.0,118.0,1.0,0
-11264,-4732.0,18152.0,-1262.0,-4590.0,408.0,123.0,1.0,0
-6724,6592.0,32656.0,-1684.0,-4440.0,124.0,90.0,1.0,0
-14012,2340.0,24304.0,-1670.0,-4899.0,265.0,129.0,1.0,0
-2632,3352.0,5680.0,-1136.0,-4661.0,628.0,162.0,1.0,0
-13916,3416.0,29436.0,-1541.0,-4721.0,402.0,129.0,1.0,0
-15072,188.0,24276.0,-1712.0,-4694.0,61.0,75.0,1.0,0
3460,4792.0,1872.0,-1240.0,-4917.0,376.0,135.0,1.0,0
-3876,1580.0,6120.0,-1025.0,-2190.0,1064.0,139.0,1.0,0
5600,1232.0,-5692.0,-1197.0,-632.0,1139.0,134.0,1.0,0
-464,5388.0,-4760.0,-1778.0,188.0,724.0,126.0,1.0,0
-216,4312.0,-5108.0,-3860.0,-2340.0,802.0,76.0,1.0,0
-14216,-9756.0,22584.0,-1446.0,-1984.0,-607.0,132.0,1.0,0
-4768,-9324.0,25072.0,-783.0,-592.0,-907.0,114.0,1.0,0
-11168,-7132.0,27032.0,-602.0,142.0,-1252.0,96.0,1.0,0
-6520,-10444.0,20900.0,-509.0,40.0,-1447.0,86.0,1.0,0
-10188,264.0,17416.0,-779.0,-595.0,-1415.0,136.0,1.0,0
-10404,-10964.0,20388.0,-1497.0,-1447.0,-1391.0,100.0,1.0,0
-7880,3788.0,12628.0,-1527.0,-1604.0,-1335.0,128.0,1.0,0
-9388,-2120.0,19556.0,-2239.0,-2270.0,-815.0,104.0,1.0,0
-6800,4240.0,-3950.0,659.0,0.0,0.0,111.0,1.0,0
-11412,-3000.0,5624.0,-3481.0,-3622.0,410.0,111.0,1.0,0
-16392,-10336.0,17808.0,-3788.0,-3602.0,492.0,82.0,1.0,0
84,3156.0,-3916.0,-3647.0,-1816.0,743.0,100.0,1.0,0
2544,6416.0,-5500.0,-3822.0,-1315.0,688.0,119.0,1.0,0
-12304,-8064.0,14744.0,-3918.0,-2233.0,783.0,74.0,1.0,0
1280,6444.0,-3624.0,-3960.0,-2384.0,679.0,88.0,1.0,0
-13252,-7824.0,11668.0,-3560.0,-3125.0,324.0,143.0,1.0,0
-17240,-9608.0,24092.0,-3215.0,-3260.0,251.0,143.0,1.0,0
-3132,2452.0,-692.0,-3850.0,-2785.0,496.0,139.0,1.0,0
-7720,-3844.0,4612.0,-4054.0,-2325.0,826.0,95.0,1.0,0
-12176,-6296.0,8508.0,-3752.0,-1985.0,917.0,64.0,1.0,0
4072,-1156.0,-7320.0,-2594.0,-183.0,850.0,152.0,1.0,0
3456,476.0,1964.0,-1388.0,-2154.0,965.0,120.0,1.0,0
3572,1048.0,1892.0,-953.0,-3397.0,932.0,104.0,1.0,0
-15224,4416.0,32080.0,-1114.0,-4633.0,685.0,122.0,1.0,0
-14584,1196.0,31568.0,-1383.0,-4117.0,302.0,81.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,0
0,0.0,0.0,1.0,0.0,0.0,120.0,1.0,0
536,1816.0,-6072.0,-2075.0,600.0,693.0,119.0,1.0,0
-2808,5420.0,-4740.0,-3024.0,-221.0,740.0,135.0,1.0,0
3764,-356.0,-11952.0,-2504.0,-10.0,881.0,108.0,1.0,0
488,2332.0,-7188.0,-2514.0,160.0,919.0,98.0,1.0,0
284,7844.0,-9624.0,-3484.0,-1506.0,875.0,128.0,1.0,0
-7572,300.0,1484.0,-3475.0,-1427.0,843.0,127.0,1.0,0
-788,-1600.0,-8144.0,-2900.0,-796.0,958.0,98.0,1.0,0
1584,-2404.0,-8832.0,-2576.0,-165.0,777.0,142.0,1.0,0
1040,6668.0,-3568.0,-2325.0,42.0,680.0,111.0,1.0,0
4508,-424.0,-7536.0,-2940.0,41.0,683.0,131.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,116.0,1.0,0
-16348,-10940.0,17256.0,-3606.0,-3005.0,593.0,159.0,1.0,0
24,8076.0,-7916.0,-3467.0,-3098.0,492.0,142.0,1.0,0
-15604,-10044.0,14828.0,-2629.0,-2411.0,8.0,175.0,1.0,0
-14816,-10512.0,22480.0,-3526.0,-2820.0,169.0,153.0,1.0,0
-13052,-7904.0,14792.0,-2871.0,-2793.0,-485.0,148.0,1.0,0
-15952,-11488.0,19724.0,-2812.0,-2643.0,1.0,175.0,1.0,0
-864,5148.0,-4308.0,-3727.0,-2546.0,836.0,143.0,1.0,0
-3440,4516.0,-2812.0,-3633.0,-3180.0,672.0,154.0,1.0,0
-15332,-9760.0,14616.0,-3555.0,-3029.0,402.0,139.0,1.0,0
-212,8844.0,-7360.0,-3370.0,-3096.0,497.0,159.0,1.0,0
-14796,-9456.0,10204.0,-3009.0,-3284.0,300.0,138.0,1.0,0
-13888,-7780.0,10400.0,-3688.0,-2542.0,804.0,136.0,1.0,0
4180,220.0,-2640.0,-2045.0,-70.0,721.0,132.0,1.0,0
1884,4548.0,4340.0,-986.0,-2684.0,1065.0,90.0,1.0,0
-8160,-2976.0,11536.0,-1488.0,-4949.0,564.0,159.0,1.0,0
5016,4836.0,29540.0,-1780.0,-3287.0,35.0,118.0,1.0,0
5408,5368.0,30952.0,-103.0,585.0,159.0,136.0,1.0,0
9752,1660.0,30404.0,2426.0,4937.0,33.0,122.0,1.0,0
10148,3188.0,23938.0,-1.0,-1.0,-1.0,167.0,1.0,0
-8736,-1772.0,16968.0,-2189.0,-1940.0,-930.0,132.0,1.0,0
-11316,-7840.0,19164.0,-890.0,-468.0,-1611.0,132.0,1.0,0
-2640,-7944.0,20300.0,-994.0,-371.0,-1062.0,120.0,1.0,0
-7708,-2572.0,6552.0,-3610.0,-2886.0,-229.0,82.0,1.0,0
-13164,-8232.0,12548.0,-3590.0,-3028.0,266.0,122.0,1.0,0
-14592,-8320.0,12596.0,-3682.0,-2251.0,828.0,116.0,1.0,0
4744,532.0,-8596.0,-2156.0,74.0,873.0,127.0,1.0,0
4432,1484.0,-5792.0,-1659.0,-465.0,1002.0,80.0,1.0,0
5304,-340.0,-3040.0,-1344.0,-2009.0,953.0,104.0,1.0,0
-10340,-4376.0,17008.0,-1145.0,-2592.0,1052.0,120.0,1.0,0
-12732,-5884.0,22696.0,-1175.0,-4345.0,567.0,148.0,1.0,0
-14780,-1288.0,28844.0,-1302.0,-1830.0,302.0,136.0,1.0,0
8496,-120.0,32148.0,1808.0,3894.0,191.0,110.0,1.0,0
3536,4604.0,14960.0,0.0,1761.0,-628.0,175.0,1.0,0
-9376,4956.0,11488.0,-1220.0,-1122.0,-1557.0,104.0,1.0,0
-3760,-7400.0,24004.0,-464.0,-45.0,-1514.0,135.0,1.0,0
-7336,-8684.0,19508.0,-390.0,148.0,-1227.0,108.0,1.0,0
-4672,-7036.0,25816.0,-1653.0,-1570.0,-674.0,137.0,1.0,0
992,6904.0,-4076.0,-3773.0,-1738.0,884.0,107.0,1.0,0
-328,6216.0,-3644.0,-2753.0,109.0,631.0,127.0,1.0,0
-1452,3844.0,-3952.0,-3133.0,-253.0,718.0,96.0,1.0,0
388,8216.0,-7196.0,-3836.0,-2793.0,735.0,133.0,1.0,0
-11184,-5244.0,8208.0,-3717.0,-3169.0,535.0,143.0,1.0,0
-16624,-9624.0,23096.0,-3333.0,-3019.0,233.0,174.0,1.0,0
-9192,-2824.0,6036.0,-2830.0,-3092.0,246.0,140.0,1.0,0
-1292,7864.0,-4260.0,-3686.0,-1814.0,725.0,122.0,1.0,0
740,-1920.0,-8800.0,-1759.0,-1324.0,1073.0,72.0,1.0,0
-14448,2744.0,27440.0,-1322.0,-4995.0,511.0,159.0,1.0,0
392,5672.0,31852.0,-484.0,145.0,350.0,140.0,1.0,0
9920,708.0,32524.0,2355.0,4639.0,-247.0,130.0,1.0,0
-6520,1560.0,13844.0,-2119.0,-1630.0,-707.0,76.0,1.0,0
-5188,-9712.0,18816.0,-486.0,556.0,-1547.0,124.0,1.0,0
-12224,-9232.0,26044.0,-2527.0,-2463.0,-380.0,96.0,1.0,0
3160,-2204.0,-10316.0,-3181.0,-333.0,745.0,130.0,1.0,0
1672,1784.0,1448.0,-969.0,-2985.0,1046.0,140.0,1.0,0
-1940,2396.0,4908.0,-1879.0,-4964.0,92.0,118.0,1.0,0
-10280,-3540.0,15184.0,-981.0,-2863.0,919.0,117.0,1.0,0
3032,3316.0,2764.0,-1045.0,-2728.0,974.0,136.0,1.0,0
2320,4136.0,4824.0,-683.0,-3732.0,783.0,106.0,1.0,0
-13752,5852.0,32767.0,-1416.0,-4338.0,266.0,142.0,1.0,0
-13724,8408.0,32767.0,-1220.0,-1770.0,413.0,112.0,1.0,0
9292,620.0,31504.0,1036.0,2858.0,242.0,130.0,1.0,0
10996,1012.0,29652.0,2227.0,4625.0,123.0,68.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,0
9124,2684.0,28752.0,1907.0,4207.0,134.0,92.0,1.0,0
6132,5148.0,22216.0,1637.0,3723.0,-423.0,122.0,1.0,0
6732,6264.0,18376.0,1.0,1672.0,-656.0,156.0,1.0,0
-5360,5528.0,10068.0,-388.0,1288.0,-691.0,163.0,1.0,0
-3648,3952.0,10108.0,-948.0,608.0,-564.0,99.0,1.0,0
-4500,3912.0,10264.0,-1971.0,-1503.0,-557.0,143.0,1.0,0
2440,1276.0,10196.0,-2213.0,-1669.0,-728.0,101.0,1.0,0
-8484,2420.0,15832.0,-2395.0,-1925.0,-1164.0,106.0,1.0,0
-8304,3760.0,14096.0,-1253.0,-769.0,-1563.0,112.0,1.0,0
-4908,-10224.0,21032.0,-801.0,-163.0,-1531.0,127.0,1.0,0
-10340,-7168.0,19576.0,-622.0,-144.0,-1586.0,128.0,1.0,0
-9072,912.0,16184.0,-528.0,-95.0,-1546.0,143.0,1.0,0
-4696,-8328.0,22528.0,-742.0,-48.0,-1492.0,137.0,1.0,0
-9812,-5152.0,20172.0,-1007.0,-435.0,-1550.0,133.0,1.0,0
-7220,3016.0,13324.0,-981.0,-622.0,-1505.0,68.0,1.0,0
-9240,-9004.0,20088.0,-1215.0,-1105.0,-1455.0,108.0,1.0,0
-8864,336.0,18328.0,-1160.0,-755.0,-1451.0,136.0,1.0,0
-6960,5136.0,10568.0,-1061.0,-896.0,-1509.0,128.0,1.0,0
-3704,-7396.0,24412.0,-417.0,81.0,-1413.0,82.0,1.0,0
-13432,-8788.0,25624.0,-1371.0,-1897.0,-655.0,104.0,1.0,0
-16360,-9012.0,24632.0,-3440.0,-3342.0,425.0,96.0,1.0,0
-2436,5172.0,-3456.0,-3690.0,-3049.0,696.0,82.0,1.0,0
-15984,-12460.0,21708.0,-3080.0,-2860.0,346.0,152.0,1.0,0
-15860,-10404.0,18424.0,-1043.0,-1747.0,-701.0,126.0,1.0,0
-9316,-8112.0,28092.0,-944.0,-1316.0,-909.0,95.0,1.0,0
-7284,-10948.0,20748.0,-347.0,77.0,-1162.0,128.0,1.0,0
-11056,-9048.0,26300.0,-665.0,73.0,-1193.0,114.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,118.0,1.0,0
-6836,5652.0,10092.0,-1342.0,-463.0,-1412.0,104.0,1.0,0
-6152,-10420.0,19820.0,-687.0,617.0,-1595.0,132.0,1.0,0
-9456,-9032.0,20504.0,-483.0,292.0,-1433.0,127.0,1.0,0
-15304,-10188.0,23572.0,-786.0,-507.0,-1079.0,129.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,0
-9944,4496.0,10784.0,-1535.0,-1357.0,-1296.0,132.0,1.0,0
-10464,-4280.0,21064.0,-1031.0,-338.0,-1545.0,136.0,1.0,0
-7836,1092.0,13324.0,-949.0,-838.0,-1621.0,122.0,1.0,0
-3564,-8180.0,21172.0,-572.0,213.0,-1584.0,137.0,1.0,0
-4716,-7064.0,25172.0,-442.0,359.0,-1267.0,120.0,1.0,0
-16348,-10100.0,23056.0,-3457.0,-3022.0,325.0,103.0,1.0,0
-1692,6492.0,-4704.0,-3687.0,-1945.0,816.0,130.0,1.0,0
-108,3904.0,-6820.0,-2443.0,-198.0,857.0,125.0,1.0,0
4484,-56.0,-10640.0,-1247.0,-1095.0,1240.0,120.0,1.0,0
-3440,1224.0,6172.0,-1072.0,-2480.0,1115.0,131.0,1.0,0
2236,3504.0,268.0,-1066.0,-2480.0,1097.0,132.0,1.0,0
7332,-960.0,-1056.0,-1098.0,-3379.0,783.0,72.0,1.0,0
-14032,-1284.0,20792.0,-930.0,-3695.0,1051.0,104.0,1.0,0
-13740,-1856.0,22132.0,-1401.0,-4628.0,358.0,138.0,1.0,0
-14864,2292.0,28036.0,-1400.0,-1956.0,262.0,132.0,1.0,0
10308,916.0,31336.0,2176.0,4463.0,136.0,96.0,1.0,0
7768,5416.0,16852.0,829.0,2917.0,-518.0,157.0,1.0,0
-8000,3104.0,14724.0,-2150.0,-1343.0,-593.0,139.0,1.0,0
-5820,4196.0,13604.0,-1991.0,-1013.0,-1070.0,117.0,1.0,0
-5856,6312.0,9540.0,-1913.0,-1016.0,-1236.0,121.0,1.0,0
-5468,-11016.0,19768.0,-894.0,-42.0,-1554.0,138.0,1.0,0
-3668,-10044.0,20116.0,-295.0,251.0,-1342.0,96.0,1.0,0
-9204,-8788.0,19304.0,-531.0,-214.0,-1349.0,72.0,1.0,0
-14908,-11196.0,20660.0,-1320.0,-988.0,-837.0,136.0,1.0,0
-15200,-11176.0,19280.0,-3743.0,-2716.0,271.0,148.0,1.0,0
388,1112.0,-6236.0,-3834.0,-1809.0,716.0,128.0,1.0,0
2752,-4060.0,-11756.0,-2277.0,282.0,842.0,142.0,1.0,0
5420,68.0,-4004.0,-1132.0,-2127.0,1184.0,122.0,1.0,0
-14112,4372.0,32767.0,-1112.0,-4542.0,531.0,159.0,1.0,0
4476,5032.0,29540.0,-563.0,-270.0,236.0,134.0,1.0,0
10892,300.0,30080.0,2196.0,4258.0,-307.0,125.0,1.0,0
-10788,-2796.0,19880.0,-2271.0,-1666.0,-1065.0,128.0,1.0,0
-7884,-8048.0,27836.0,-825.0,-988.0,-1001.0,116.0,1.0,0
-15580,-11796.0,16660.0,-3711.0,-2029.0,689.0,121.0,1.0,0
4644,-900.0,636.0,-1471.0,-1060.0,997.0,76.0,1.0,0
-13380,-3344.0,22952.0,-1196.0,-4507.0,469.0,114.0,1.0,0
-15448,5924.0,32767.0,-34.0,628.0,334.0,139.0,1.0,0
2120,2216.0,12560.0,1378.0,3265.0,-618.0,142.0,1.0,0
-8364,2760.0,12028.0,-1700.0,-1534.0,-1503.0,129.0,1.0,0
-15276,-11784.0,18700.0,-1251.0,-992.0,-791.0,116.0,1.0,0
2088,4632.0,-4092.0,-3127.0,19.0,722.0,96.0,1.0,0
3792,-1404.0,-8940.0,-1294.0,-1348.0,1028.0,79.0,1.0,0
-14348,4888.0,32767.0,-1175.0,-4604.0,492.0,131.0,1.0,0
7616,3900.0,30556.0,233.0,1551.0,172.0,143.0,1.0,0
10152,2720.0,28364.0,1852.0,3973.0,-426.0,135.0,1.0,0
-11384,-9232.0,19712.0,-1395.0,-1223.0,-1573.0,136.0,1.0,0
-18328,-9096.0,25344.0,-2412.0,-2799.0,-81.0,131.0,1.0,0
7012,32.0,1652.0,-1345.0,-999.0,1131.0,98.0,1.0,0
-13580,8140.0,32767.0,-1967.0,-4975.0,290.0,120.0,1.0,0
6712,1360.0,32767.0,2118.0,4354.0,201.0,102.0,1.0,0
6520,-424.0,32767.0,1815.0,3858.0,-312.0,137.0,1.0,0
624,512.0,-1.0,-1.0,-1.0,-1.0,135.0,1.0,0
-6792,912.0,17116.0,-2319.0,-1548.0,-824.0,117.0,1.0,0
-6792,-7424.0,26308.0,-760.0,4.0,-1230.0,129.0,1.0,0
-12492,-9540.0,17028.0,-4145.0,-1994.0,502.0,123.0,1.0,0
1972,1304.0,1336.0,-1742.0,-963.0,1096.0,127.0,1.0,0
-14208,4976.0,32767.0,-1330.0,-3970.0,390.0,79.0,1.0,0
7896,4456.0,31884.0,2026.0,4169.0,165.0,119.0,1.0,0
-5652,5488.0,11904.0,35.0,1692.0,-629.0,143.0,1.0,0
-5952,-11320.0,20008.0,-542.0,379.0,-1548.0,140.0,1.0,0
-12968,-9828.0,26072.0,-2829.0,-2546.0,-245.0,140.0,1.0,0
2852,-1924.0,-7668.0,-3078.0,130.0,723.0,122.0,1.0,0
3380,-468.0,2552.0,-1393.0,-2416.0,947.0,143.0,1.0,0
-11060,-5840.0,20560.0,-1059.0,-4154.0,537.0,130.0,1.0,0
6372,-412.0,32767.0,797.0,2380.0,182.0,139.0,1.0,0
5472,6292.0,18292.0,1526.0,3700.0,-583.0,128.0,1.0,0
-6244,4792.0,11808.0,-1464.0,-995.0,-1539.0,114.0,1.0,0
-6688,-1496.0,4156.0,-3587.0,-2416.0,15.0,138.0,1.0,0
3180,764.0,-8684.0,-1620.0,-367.0,930.0,159.0,1.0,0
2996,956.0,1448.0,-1097.0,-2993.0,925.0,120.0,1.0,0
-13680,4364.0,30872.0,-1192.0,-4540.0,668.0,88.0,1.0,0
-13732,5720.0,32767.0,-1618.0,-3910.0,200.0,68.0,1.0,0
-9336,6404.0,32767.0,-349.0,808.0,451.0,121.0,1.0,0
6904,2532.0,32767.0,-587.0,-53.0,242.0,130.0,1.0,0
-2088,6584.0,31320.0,-1040.0,-1562.0,209.0,117.0,1.0,0
-14292,5444.0,32767.0,-1446.0,-1957.0,274.0,122.0,1.0,0
8436,3220.0,31832.0,-850.0,-889.0,126.0,121.0,1.0,0
8112,3024.0,32348.0,934.0,2661.0,293.0,124.0,1.0,0
7656,-4740.0,32012.0,1648.0,4211.0,285.0,142.0,1.0,0
7976,5000.0,21232.0,2270.0,4554.0,64.0,88.0,1.0,0
7376,5076.0,21496.0,2116.0,4213.0,-180.0,100.0,1.0,0
10740,288.0,30988.0,2289.0,4535.0,-87.0,96.0,1.0,0
6456,560.0,32767.0,1990.0,4404.0,-163.0,125.0,1.0,0
6900,6936.0,18780.0,1922.0,4330.0,-343.0,120.0,1.0,0
9608,420.0,31292.0,2156.0,4481.0,-285.0,90.0,1.0,0
8412,464.0,32767.0,2342.0,4326.0,-208.0,116.0,1.0,0
-300,948.0,14388.0,1303.0,3553.0,-563.0,104.0,1.0,0
-484,724.0,12348.0,-654.0,681.0,-601.0,110.0,1.0,0
-5488,3816.0,11300.0,-2201.0,-1556.0,-728.0,118.0,1.0,0
-7668,-9252.0,17684.0,-1393.0,-1367.0,-1500.0,104.0,1.0,0
-6600,-7912.0,24568.0,-1054.0,-843.0,-1034.0,124.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,0
6832,-4424.0,32767.0,-1273.0,-1813.0,382.0,120.0,1.0,0
-19928,25232.0,-6416.0,1797.0,4226.0,230.0,90.0,1.0,0
200,15760.0,30128.0,540.0,2552.0,-673.0,152.0,1.0,0
-15544,-32768.0,20408.0,-2227.0,-2225.0,-1000.0,104.0,1.0,0
