ax,ay,az,gx,gy,gz,temp,flame,label
-8328,-9280.0,9768.0,-489.0,72.0,-1127.0,138.0,1.0,0
4383,-1.0,-1.0,-1.0,-1.0,-1.0,114.0,1.0,0
7088,-12368.0,-5912.0,-3779.0,-1615.0,800.0,114.0,1.0,0
-15936,15920.0,32767.0,-1893.0,-490.0,898.0,72.0,1.0,0
2536,-3912.0,32767.0,-770.0,-3711.0,945.0,145.0,1.0,0
32767,3856.0,10168.0,-1804.0,-4782.0,344.0,80.0,1.0,0
-5232,-6960.0,7048.0,316.0,2055.0,598.0,129.0,1.0,0
-26872,13400.0,-12960.0,2416.0,4499.0,-71.0,124.0,1.0,0
240,-6120.0,32767.0,-675.0,849.0,-635.0,173.0,1.0,0
-17960,-32768.0,32767.0,-2277.0,-1978.0,-882.0,127.0,1.0,0
-15872,32648.0,32767.0,-1174.0,126.0,-1584.0,125.0,1.0,0
440,-13472.0,16880.0,-761.0,-597.0,-999.0,143.0,1.0,0
32767,32767.0,-32768.0,-2668.0,-2674.0,-118.0,150.0,1.0,0
7984,-9920.0,-4944.0,-4176.0,-2641.0,641.0,120.0,1.0,0
-31136,13480.0,20624.0,-3360.0,-681.0,714.0,122.0,1.0,0
-24824,7584.0,32767.0,-1939.0,-359.0,809.0,153.0,1.0,0
792,64.0,3480.0,-1244.0,-2151.0,809.0,106.0,1.0,0
-176,-27208.0,16408.0,-1155.0,-2969.0,1235.0,108.0,1.0,0
15760,19456.0,10648.0,-1244.0,-4482.0,508.0,159.0,1.0,0
6960,-3432.0,-56.0,-32.0,740.0,87.0,135.0,1.0,0
8824,5728.0,-13392.0,624.0,1955.0,126.0,136.0,1.0,0
6976,15480.0,-14824.0,1567.0,3506.0,45.0,74.0,1.0,0
-22712,13856.0,4176.0,2112.0,4514.0,48.0,112.0,1.0,0
9640,17328.0,15256.0,1255.0,3292.0,-611.0,128.0,1.0,0
-3848,-4928.0,32767.0,6.0,1785.0,-452.0,144.0,1.0,0
-16296,-24376.0,32767.0,-1084.0,719.0,-637.0,127.0,1.0,0
26568,3832.0,1040.0,-1260.0,-632.0,-1507.0,128.0,1.0,0
-10032,-15416.0,18600.0,-704.0,-174.0,-1078.0,128.0,1.0,0
-32768,12360.0,29384.0,-3497.0,-475.0,610.0,124.0,1.0,0
344,-14776.0,25784.0,-1108.0,-3029.0,997.0,118.0,1.0,0
27200,-10664.0,32767.0,-1759.0,-3731.0,193.0,127.0,1.0,0
-14432,-7544.0,1328.0,2126.0,4406.0,-21.0,121.0,1.0,0
-18128,-32768.0,19568.0,-2119.0,-1866.0,-1079.0,122.0,1.0,0
32767,32767.0,-32768.0,-2457.0,-2360.0,-413.0,146.0,1.0,0
-32768,5168.0,32767.0,-2689.0,342.0,649.0,138.0,1.0,0
-4472,-6832.0,32767.0,-1049.0,-3297.0,974.0,134.0,1.0,0
22144,-10672.0,32767.0,-1315.0,-2236.0,295.0,108.0,1.0,0
-26848,20712.0,4184.0,2173.0,4985.0,312.0,98.0,1.0,0
-128,-32256.0,32767.0,-1703.0,-1560.0,-657.0,120.0,1.0,0
-32761,-1.0,-1.0,-1.0,-1.0,-1.0,116.0,1.0,0
-21824,2352.0,-96.0,-742.0,-181.0,-1236.0,116.0,1.0,0
-2232,-6064.0,5096.0,-1385.0,-1968.0,-533.0,137.0,1.0,0
16064,-32768.0,7784.0,-3710.0,-3245.0,606.0,72.0,1.0,0
-10000,16440.0,19936.0,-1457.0,-801.0,851.0,127.0,1.0,0
23760,-12888.0,32767.0,-1506.0,-3507.0,255.0,108.0,1.0,0
1560,4984.0,-10840.0,1704.0,3817.0,-658.0,140.0,1.0,0
-32768,29360.0,32767.0,-1064.0,-348.0,-1602.0,130.0,1.0,0
23296,-32768.0,11840.0,-3878.0,-2644.0,289.0,159.0,1.0,0
-11888,3176.0,13400.0,-1463.0,-1514.0,934.0,92.0,1.0,0
32767,-11456.0,32767.0,-1322.0,-2757.0,328.0,128.0,1.0,0
-6456,-13440.0,-120.0,1853.0,4260.0,-309.0,132.0,1.0,0
32767,-23152.0,-15256.0,-1565.0,-1203.0,-1398.0,128.0,1.0,0
-13072,-9928.0,10376.0,-736.0,-577.0,-1057.0,106.0,1.0,0
15752,-32768.0,13320.0,-3943.0,-3417.0,243.0,163.0,1.0,0
-29000,-3000.0,32767.0,-2252.0,-227.0,813.0,112.0,1.0,0
3808,2272.0,32767.0,-769.0,-4068.0,758.0,136.0,1.0,0
-13032,-10552.0,23216.0,-606.0,103.0,353.0,143.0,1.0,0
-26640,15768.0,1272.0,2210.0,103.0,353.0,138.0,1.0,0
7712,15120.0,26019.0,-1.0,-1.0,-1.0,116.0,1.0,0
18912,22128.0,13368.0,-1.0,-1.0,-1.0,84.0,1.0,0
-32768,8792.0,-72.0,-495.0,150.0,-1434.0,84.0,1.0,0
32767,1624.0,-32768.0,-3016.0,-2837.0,-99.0,163.0,1.0,0
-25744,-12280.0,32767.0,-2283.0,-298.0,687.0,135.0,1.0,0
23312,26632.0,32488.0,-1280.0,-4713.0,456.0,119.0,1.0,0
544,7176.0,-12224.0,1651.0,3961.0,400.0,80.0,1.0,0
-19616,-32552.0,32767.0,-1811.0,-578.0,-753.0,111.0,1.0,0
-96,-13448.0,19824.0,-1016.0,-1334.0,-905.0,136.0,1.0,0
-32576,-3112.0,32767.0,-2548.0,-169.0,810.0,138.0,1.0,0
29536,20176.0,5680.0,-1327.0,-4964.0,385.0,137.0,1.0,0
-8296,9472.0,-5976.0,1909.0,4152.0,229.0,116.0,1.0,0
-30400,-32768.0,32767.0,-1740.0,-269.0,-687.0,100.0,1.0,0
-32768,2032.0,-4064.0,-368.0,237.0,-1262.0,127.0,1.0,0
-13024,-3800.0,2568.0,-3788.0,-2133.0,776.0,128.0,1.0,0
-3736,-10224.0,12904.0,-1023.0,-2785.0,1026.0,106.0,1.0,0
32767,-10040.0,32767.0,-1441.0,-2619.0,305.0,76.0,1.0,0
-25016,14616.0,-360.0,2029.0,4275.0,23.0,122.0,1.0,0
-17256,-26919.0,-1.0,-1.0,-1.0,-1.0,130.0,1.0,0
7256,27888.0,26792.0,-1527.0,-575.0,-1627.0,126.0,1.0,0
1904,-6968.0,7560.0,-1326.0,-1750.0,-903.0,140.0,1.0,0
7464,-12416.0,-2144.0,-4003.0,-2643.0,630.0,122.0,1.0,0
-21096,-8528.0,32767.0,-2527.0,-134.0,632.0,136.0,1.0,0
-14968,2456.0,9752.0,-1247.0,-134.0,632.0,128.0,1.0,0
-12712,1880.0,10808.0,-1000.0,-1911.0,999.0,112.0,1.0,0
25680,32767.0,-1.0,-1.0,-1.0,-1.0,167.0,1.0,0
28752,616.0,13832.0,-1290.0,-4096.0,366.0,159.0,1.0,0
2984,-2120.0,32767.0,-998.0,-1189.0,249.0,120.0,1.0,0
-25408,-2480.0,6072.0,2108.0,4589.0,54.0,130.0,1.0,0
-16624,-27056.0,32767.0,-907.0,223.0,-640.0,100.0,1.0,0
-3488,32767.0,32767.0,-985.0,-648.0,-1609.0,106.0,1.0,0
-10048,-14080.0,16256.0,-785.0,-144.0,-1036.0,116.0,1.0,0
12688,-27896.0,10560.0,-3710.0,-3034.0,618.0,104.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,0
-28424,-19888.0,32767.0,-2224.0,-78.0,676.0,79.0,1.0,0
7640,5040.0,32767.0,-388.0,-3338.0,1152.0,110.0,1.0,0
26584,-7000.0,32767.0,-1399.0,-2332.0,218.0,102.0,1.0,0
-18096,-6888.0,832.0,2132.0,4407.0,-104.0,96.0,1.0,0
-22696,-20176.0,32767.0,-1752.0,18.0,-788.0,126.0,1.0,0
-32768,5232.0,920.0,-433.0,343.0,-1424.0,96.0,1.0,0
32767,-32768.0,-3952.0,-3964.0,-3241.0,366.0,135.0,1.0,0
-28664,-2128.0,32767.0,-2488.0,66.0,824.0,137.0,1.0,0
-20080,19064.0,32767.0,-1331.0,-274.0,877.0,88.0,1.0,0
-10128,16480.0,17544.0,-1343.0,-658.0,953.0,113.0,1.0,0
-1272,-11904.0,30264.0,-1120.0,-2309.0,1115.0,56.0,1.0,0
32767,12016.0,7656.0,-1820.0,-4798.0,169.0,126.0,1.0,0
9376,-5656.0,-7448.0,33.0,1456.0,449.0,154.0,1.0,0
-15768,28104.0,13496.0,2558.0,4896.0,-239.0,121.0,1.0,0
24880,-6328.0,-8704.0,-1787.0,-1979.0,-1283.0,118.0,1.0,0
-13568,-3288.0,18176.0,-752.0,-491.0,-1098.0,118.0,1.0,0
-30120,24128.0,11104.0,-3676.0,-1060.0,767.0,114.0,1.0,0
1576,24544.0,32767.0,-831.0,-4261.0,702.0,144.0,1.0,0
-13656,-11200.0,24192.0,-31.0,887.0,444.0,147.0,1.0,0
-5016,-11304.0,32767.0,-130.0,1943.0,-718.0,143.0,1.0,0
-32768,3288.0,18920.0,-597.0,534.0,-1548.0,145.0,1.0,0
32767,-32768.0,-11928.0,-3163.0,-2769.0,351.0,151.0,1.0,0
-25824,5440.0,32767.0,-1859.0,-250.0,1069.0,146.0,1.0,0
12312,21288.0,32767.0,-1317.0,-4835.0,518.0,95.0,1.0,0
13352,-5032.0,-3784.0,826.0,2364.0,123.0,136.0,1.0,0
-3544,-9976.0,32767.0,-435.0,981.0,-656.0,141.0,1.0,0
-32768,7824.0,976.0,-530.0,178.0,-1538.0,80.0,1.0,0
25136,-32768.0,11512.0,-3798.0,-2824.0,645.0,106.0,1.0,0
-18248,17528.0,22264.0,-1186.0,-1060.0,1019.0,88.0,1.0,0
21664,18320.0,8328.0,-1419.0,-4339.0,297.0,127.0,1.0,0
-16720,20968.0,-9448.0,1686.0,3802.0,254.0,123.0,1.0,0
2640,-19320.0,32767.0,125.0,1227.0,-520.0,152.0,1.0,0
1120,-32768.0,-4488.0,-2281.0,-2035.0,-1016.0,110.0,1.0,0
-32768,1184.0,6112.0,-661.0,17.0,-1554.0,132.0,1.0,0
-32768,5480.0,4888.0,-563.0,465.0,-1332.0,124.0,1.0,0
-6344,-14888.0,17440.0,-2049.0,-1.0,-1.0,144.0,1.0,0
-6344,-14888.0,17440.0,-2049.0,-1.0,-1.0,112.0,1.0,0
-21776,28344.0,23976.0,-604.0,334.0,-1516.0,120.0,1.0,0
-23656,408.0,2136.0,-371.0,944.0,-1263.0,100.0,1.0,0
32767,32767.0,-32768.0,-3143.0,-2352.0,-150.0,141.0,1.0,0
-32768,18168.0,32767.0,-3294.0,-613.0,877.0,134.0,1.0,0
3632,-13840.0,16640.0,-1190.0,-2432.0,957.0,116.0,1.0,0
19800,32767.0,31944.0,-1225.0,-4410.0,359.0,154.0,1.0,0
32767,-13368.0,32767.0,-1434.0,-2521.0,175.0,120.0,1.0,0
-12888,27368.0,-17120.0,2007.0,4364.0,182.0,111.0,1.0,0
-10016,-23184.0,32767.0,-733.0,842.0,-729.0,143.0,1.0,0
-664,32767.0,32767.0,-1378.0,-591.0,-1569.0,127.0,1.0,0
-32768,912.0,-7224.0,-435.0,198.0,-1397.0,104.0,1.0,0
-11216,-7976.0,9656.0,-650.0,-685.0,-878.0,124.0,1.0,0
31536,32320.0,-24848.0,-1755.0,-2365.0,-326.0,141.0,1.0,0
832,-25320.0,184.0,-3925.0,-2353.0,854.0,80.0,1.0,0
-25816,-6904.0,32767.0,-1946.0,186.0,817.0,96.0,1.0,0
10592,22800.0,32767.0,-720.0,-4067.0,678.0,142.0,1.0,0
-26560,29600.0,-9200.0,2152.0,4968.0,339.0,96.0,1.0,0
26152,-21632.0,-7016.0,-1975.0,-1283.0,-1220.0,128.0,1.0,0
-456,-9672.0,16040.0,-809.0,-378.0,-1156.0,120.0,1.0,0
13400,-32768.0,11520.0,-3691.0,-2913.0,657.0,85.0,1.0,0
-19520,20832.0,18328.0,-1263.0,-1552.0,1089.0,95.0,1.0,0
30240,-8072.0,32767.0,-1726.0,-3611.0,152.0,122.0,1.0,0
-20368,2320.0,-12296.0,2453.0,5214.0,-116.0,104.0,1.0,0
10624,28720.0,22696.0,-1541.0,-1342.0,-1539.0,144.0,1.0,0
32767,-32768.0,-15624.0,-3484.0,-2862.0,41.0,171.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,123.0,1.0,0
-936,-8864.0,7136.0,-1074.0,-2489.0,1041.0,74.0,1.0,0
32767,-8920.0,18952.0,-1636.0,-4099.0,205.0,102.0,1.0,0
-8968,16400.0,-9912.0,1785.0,3731.0,110.0,76.0,1.0,0
-28880,9232.0,6392.0,2246.0,4437.0,-135.0,129.0,1.0,0
-3104,-4896.0,32767.0,-31.0,1837.0,-673.0,128.0,1.0,0
-18664,-32768.0,32767.0,-2184.0,-1495.0,-631.0,121.0,1.0,0
-32768,-1432.0,-1720.0,-699.0,319.0,-1603.0,118.0,1.0,0
14952,12440.0,-9872.0,-699.0,319.0,-1603.0,96.0,1.0,0
32328,-32768.0,-888.0,-3686.0,-2683.0,591.0,100.0,1.0,0
-14784,-12664.0,32767.0,-2780.0,-395.0,855.0,116.0,1.0,0
-12104,-9024.0,13608.0,-984.0,-1915.0,1140.0,135.0,1.0,0
3008,9552.0,32767.0,-1198.0,-4262.0,600.0,147.0,1.0,0
-3128,-4360.0,32767.0,-1531.0,-2822.0,244.0,108.0,1.0,0
-27032,22560.0,-4056.0,2225.0,4874.0,229.0,128.0,1.0,0
-11200,-32768.0,12840.0,-2242.0,-1695.0,-936.0,124.0,1.0,0
32767,32767.0,-32768.0,-2502.0,-1969.0,-507.0,148.0,1.0,0
-32768,-5584.0,32767.0,-2978.0,-376.0,928.0,101.0,1.0,0
-12296,9256.0,12616.0,-1170.0,-1620.0,979.0,112.0,1.0,0
608,22712.0,32767.0,-936.0,-4471.0,407.0,175.0,1.0,0
-20072,-11544.0,32767.0,-503.0,9.0,241.0,136.0,1.0,0
-24864,25576.0,2816.0,2183.0,4772.0,94.0,134.0,1.0,0
1824,-4016.0,32767.0,320.0,2223.0,-664.0,150.0,1.0,0
-15064,-32768.0,16792.0,-2189.0,-1774.0,-839.0,96.0,1.0,0
-32768,24648.0,32767.0,-820.0,157.0,-1415.0,112.0,1.0,0
-8040,-5840.0,10400.0,-756.0,-429.0,-1021.0,140.0,1.0,0
32767,-4232.0,-32768.0,-2929.0,-2886.0,74.0,159.0,1.0,0
-32768,-968.0,32767.0,-3050.0,-261.0,699.0,84.0,1.0,0
-18784,25552.0,24208.0,-1397.0,-555.0,920.0,78.0,1.0,0
-3088,-16224.0,32296.0,-737.0,-2990.0,936.0,105.0,1.0,0
29840,-1504.0,17544.0,-1634.0,-4830.0,122.0,143.0,1.0,0
32767,-17528.0,32767.0,-1600.0,-3034.0,197.0,71.0,1.0,0
15400,-9152.0,32767.0,-1555.0,-3179.0,110.0,132.0,1.0,0
-14400,-5080.0,32767.0,-1078.0,-1081.0,94.0,106.0,1.0,0
-13272,-8136.0,32767.0,-523.0,-352.0,244.0,120.0,1.0,0
5144,-608.0,1240.0,129.0,1517.0,343.0,153.0,1.0,0
-8016,13952.0,-7496.0,1860.0,3973.0,155.0,79.0,1.0,0
-7160,-1016.0,-12192.0,2233.0,4638.0,-121.0,120.0,1.0,0
6840,15320.0,27256.0,224.0,2260.0,-602.0,148.0,1.0,0
-23864,-30721.0,-1.0,-1.0,-1.0,-1.0,138.0,1.0,0
-4976,-5936.0,32767.0,-626.0,1009.0,-556.0,139.0,1.0,0
-4976,-5936.0,32767.0,-626.0,1009.0,-556.0,74.0,1.0,0
7744,19328.0,9616.0,1155.0,3049.0,-596.0,130.0,1.0,0
-13376,-32768.0,19976.0,-2231.0,-1385.0,-691.0,100.0,1.0,0
-32768,1392.0,-8760.0,-512.0,51.0,-1497.0,96.0,1.0,0
31432,32767.0,-31816.0,-1346.0,-1474.0,-520.0,104.0,1.0,0
-3808,-10664.0,1664.0,-3798.0,-2303.0,838.0,80.0,1.0,0
-19248,-8040.0,32767.0,-2129.0,-314.0,893.0,128.0,1.0,0
-16120,5592.0,9192.0,-1158.0,-4097.0,-1.0,98.0,1.0,0
24600,26120.0,32767.0,-1037.0,-4197.0,606.0,136.0,1.0,0
31264,2712.0,13192.0,-1602.0,-4320.0,257.0,124.0,1.0,0
-17952,-7488.0,32767.0,-800.0,-642.0,223.0,128.0,1.0,0
2440,8912.0,-17288.0,1602.0,3887.0,483.0,104.0,1.0,0
-8184,-3240.0,32767.0,28.0,1808.0,-631.0,159.0,1.0,0
-28568,-32768.0,32767.0,-2257.0,-1065.0,-830.0,104.0,1.0,0
-32768,96.0,-232.0,-451.0,323.0,-1645.0,76.0,1.0,0
-3264,-15456.0,13880.0,-1007.0,-1005.0,-866.0,129.0,1.0,0
21503,-1.0,-1.0,-1.0,-1.0,-1.0,109.0,1.0,0
15192,255.0,-1.0,-1.0,-1.0,-1.0,106.0,1.0,0
17272,-32768.0,14648.0,-4096.0,-3624.0,409.0,149.0,1.0,0
-3128,4784.0,2656.0,-4019.0,-1974.0,787.0,96.0,1.0,0
-23328,14000.0,15488.0,-3432.0,-1491.0,930.0,122.0,1.0,0
-32768,3376.0,32767.0,-2665.0,-211.0,803.0,112.0,1.0,0
-32768,-5512.0,32767.0,-2493.0,350.0,768.0,140.0,1.0,0
-11768,14384.0,11832.0,-1309.0,-1675.0,1047.0,108.0,1.0,0
32767,-11584.0,30096.0,-1797.0,-4313.0,222.0,123.0,1.0,0
-1056,-8552.0,3744.0,364.0,2142.0,551.0,140.0,1.0,0
-28584,11736.0,-7664.0,2502.0,4901.0,-133.0,104.0,1.0,0
-15400,-32768.0,32767.0,-2108.0,-1537.0,-674.0,68.0,1.0,0
-32768,5424.0,1704.0,-363.0,677.0,-1409.0,108.0,1.0,0
29184,5424.0,1704.0,-363.0,677.0,-1409.0,80.0,1.0,0
32767,32767.0,-32768.0,-2486.0,-3094.0,37.0,171.0,1.0,0
-29432,-9000.0,32767.0,-2978.0,-756.0,780.0,120.0,1.0,0
-10856,6088.0,7304.0,-792.0,-1850.0,1074.0,120.0,1.0,0
32767,18360.0,19704.0,-1474.0,-4865.0,289.0,167.0,1.0,0
2640,-1696.0,1040.0,-373.0,793.0,396.0,138.0,1.0,0
-23592,23904.0,-1672.0,1912.0,4538.0,310.0,118.0,1.0,0
-12560,8624.0,-15032.0,2150.0,4214.0,-293.0,108.0,1.0,0
-600,-26544.0,32767.0,-1450.0,-313.0,-547.0,122.0,1.0,0
-32768,28808.0,32767.0,-888.0,-113.0,-1599.0,106.0,1.0,0
32767,32767.0,-32768.0,-2701.0,-2738.0,256.0,131.0,1.0,0
-26936,-10888.0,32767.0,-2025.0,-301.0,890.0,128.0,1.0,0
-4552,-13400.0,32767.0,-930.0,-2724.0,1165.0,141.0,1.0,0
32767,-7184.0,24584.0,-1993.0,-4684.0,133.0,113.0,1.0,0
-4688,-7760.0,15696.0,-194.0,873.0,352.0,143.0,1.0,0
-24744,21312.0,624.0,2344.0,5054.0,373.0,116.0,1.0,0
-5872,14912.0,-6856.0,2240.0,4403.0,-237.0,134.0,1.0,0
6032,17128.0,21352.0,737.0,2627.0,-679.0,142.0,1.0,0
-12192,-32768.0,32767.0,-1494.0,-85.0,-579.0,127.0,1.0,0
-23728,-32768.0,32767.0,-2195.0,-1286.0,-598.0,80.0,1.0,0
-15144,-32768.0,9840.0,-2107.0,-1123.0,-966.0,88.0,1.0,0
26408,-32768.0,-23040.0,-2197.0,-978.0,-1136.0,118.0,1.0,0
8200,20224.0,24448.0,-1604.0,-941.0,-1327.0,124.0,1.0,0
-14856,-32768.0,9384.0,-2267.0,-1508.0,-1019.0,72.0,1.0,0
9160,-32768.0,-10176.0,-2273.0,-2247.0,-1001.0,72.0,1.0,0
5448,-32768.0,-8336.0,-2228.0,-2182.0,-1022.0,80.0,1.0,0
7336,-32768.0,-8576.0,-2011.0,-2087.0,-1163.0,80.0,1.0,0
32767,-11728.0,984.0,-2026.0,-1758.0,-1243.0,68.0,1.0,0
240,-32768.0,-4000.0,-2218.0,-2156.0,-1141.0,84.0,1.0,0
-22312,22224.0,27832.0,-956.0,60.0,-1657.0,141.0,1.0,0
-32768,144.0,-536.0,-630.0,223.0,-1463.0,143.0,1.0,0
-4648,-16824.0,17408.0,-1092.0,-1207.0,-815.0,130.0,1.0,0
17656,-32768.0,11616.0,-3538.0,-2983.0,342.0,136.0,1.0,0
-28704,1744.0,32767.0,-2076.0,-224.0,983.0,134.0,1.0,0
2152,-12024.0,32767.0,-768.0,-3658.0,730.0,135.0,1.0,0
-1024,-1384.0,32767.0,-1617.0,-3281.0,70.0,112.0,1.0,0
-19520,22784.0,-4672.0,2035.0,4568.0,347.0,111.0,1.0,0
5552,16480.0,26856.0,1098.0,3232.0,-667.0,142.0,1.0,0
-30920,-32768.0,32767.0,-2461.0,-1304.0,-1105.0,127.0,1.0,0
-28352,5584.0,-1784.0,-415.0,-68.0,-1179.0,112.0,1.0,0
10424,-31200.0,12424.0,-3785.0,-3158.0,658.0,96.0,1.0,0
0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,0
-21096,18888.0,11600.0,-3693.0,-1810.0,773.0,100.0,1.0,0
-10616,4968.0,14208.0,-1407.0,-1458.0,833.0,116.0,1.0,0
3776,2872.0,32767.0,-749.0,-3466.0,839.0,132.0,1.0,0
32767,-13264.0,30360.0,-1757.0,-4115.0,229.0,112.0,1.0,0
10000,440.0,-10992.0,610.0,2083.0,292.0,128.0,1.0,0
-7320,21064.0,-248.0,2205.0,4598.0,-326.0,98.0,1.0,0
-9200,-20896.0,32767.0,-517.0,953.0,-644.0,128.0,1.0,0
29864,-840.0,2888.0,-1541.0,-1095.0,-1454.0,128.0,1.0,0
-32768,2880.0,-5776.0,-400.0,524.0,-1441.0,103.0,1.0,0
-10664,-5032.0,18560.0,-1269.0,-1504.0,-748.0,134.0,1.0,0
1168,-23472.0,7120.0,-4093.0,-3128.0,645.0,102.0,1.0,0
-30352,6432.0,32767.0,-1639.0,-528.0,872.0,104.0,1.0,0
18400,19944.0,32767.0,-999.0,-4208.0,613.0,159.0,1.0,0
-3024,-3928.0,32767.0,-1522.0,-2361.0,244.0,133.0,1.0,0
7544,1192.0,-12192.0,1206.0,3407.0,433.0,136.0,1.0,0
5872,16272.0,6256.0,1574.0,3601.0,-573.0,134.0,1.0,0
19048,20128.0,16920.0,-1725.0,-1319.0,-1551.0,104.0,1.0,0
32767,32767.0,-32768.0,-2505.0,-2634.0,-238.0,155.0,1.0,0
-32768,-2000.0,32767.0,-3076.0,-314.0,808.0,124.0,1.0,0
-4824,-5784.0,12528.0,-1257.0,-2620.0,950.0,129.0,1.0,0
32767,-11232.0,32767.0,-1517.0,-3717.0,240.0,108.0,1.0,0
-27192,8696.0,4912.0,2258.0,4932.0,180.0,88.0,1.0,0
-6008,-21096.0,32767.0,-1287.0,259.0,-737.0,87.0,1.0,0
-32768,15408.0,32767.0,-537.0,494.0,-1636.0,77.0,1.0,0
32767,-1640.0,-32768.0,-2812.0,-2669.0,145.0,142.0,1.0,0
-15032,19400.0,16784.0,-1634.0,-913.0,937.0,99.0,1.0,0
28584,5688.0,9544.0,-1659.0,-4262.0,197.0,132.0,1.0,0
-24400,19504.0,-5288.0,1930.0,4284.0,294.0,104.0,1.0,0
-19072,-32768.0,32767.0,-2076.0,-871.0,-809.0,133.0,1.0,0
-14144,-8552.0,7504.0,-260.0,529.0,-1133.0,108.0,1.0,0
-856,-30072.0,7376.0,-3900.0,-2441.0,826.0,114.0,1.0,0
4752,-6808.0,32767.0,-1079.0,-3073.0,-1.0,76.0,1.0,0
291,0.0,0.0,0.0,0.0,0.0,107.0,1.0,0
-15400,20648.0,2360.0,2638.0,5105.0,-283.0,134.0,1.0,0
-32768,6080.0,5080.0,-384.0,612.0,-1432.0,118.0,1.0,0
-30000,29720.0,15848.0,-3797.0,-1243.0,741.0,130.0,1.0,0
27352,27440.0,11848.0,-1157.0,-4782.0,445.0,141.0,1.0,0
-17760,7776.0,-10560.0,2439.0,4867.0,-115.0,108.0,1.0,0
26496,12552.0,3792.0,-1459.0,-840.0,-1578.0,80.0,1.0,0
32767,-32768.0,-19808.0,-3186.0,-2115.0,150.0,139.0,1.0,0
136,96.0,32767.0,-943.0,-3432.0,2303.0,112.0,1.0,0
-13224,16840.0,-2096.0,2574.0,4832.0,-299.0,100.0,1.0,0
-2832,-11512.0,18592.0,-1028.0,-818.0,-835.0,92.0,1.0,0
5560,-2552.0,6664.0,-1212.0,-2325.0,1164.0,72.0,1.0,0
1744,-7176.0,3392.0,403.0,1648.0,319.0,120.0,1.0,0
5696,8320.0,32767.0,-156.0,1764.0,-773.0,167.0,1.0,0
-32768,664.0,9424.0,-301.0,825.0,-1533.0,100.0,1.0,0
13616,-29584.0,11896.0,-3880.0,-2992.0,577.0,132.0,1.0,0
-15024,16928.0,15872.0,-1236.0,-1275.0,1074.0,98.0,1.0,0
32767,-10056.0,32767.0,-1677.0,-3367.0,158.0,126.0,1.0,0
-2752,8544.0,-6328.0,1728.0,3801.0,-580.0,128.0,1.0,0
-26424,-32768.0,28392.0,-2162.0,-1541.0,-850.0,101.0,1.0,0
-32768,5976.0,12120.0,-73.0,559.0,-1472.0,95.0,1.0,0
-7280,-4200.0,12456.0,-932.0,-1834.0,-520.0,138.0,1.0,0
-32768,32767.0,5040.0,-3675.0,-1509.0,833.0,132.0,1.0,0
-11840,16496.0,15632.0,-1200.0,-1277.0,1099.0,132.0,1.0,0
32767,-12288.0,32767.0,-1822.0,-4067.0,204.0,100.0,1.0,0
-10872,13368.0,-10504.0,1967.0,4059.0,167.0,112.0,1.0,0
-2504,-27984.0,32767.0,-1504.0,-819.0,-570.0,104.0,1.0,0
-32768,168.0,-2016.0,-671.0,317.0,-1632.0,84.0,1.0,0
32767,-32768.0,-20192.0,-3264.0,-2783.0,94.0,138.0,1.0,0
-10752,15864.0,18648.0,-1518.0,-1679.0,924.0,120.0,1.0,0
32767,-11552.0,32767.0,-1264.0,-2543.0,242.0,130.0,1.0,0
9592,18960.0,15072.0,-1264.0,-2543.0,242.0,88.0,1.0,0
-23440,-32768.0,12512.0,-2465.0,-1338.0,-1079.0,129.0,1.0,0
32767,30800.0,-32768.0,-3141.0,-2687.0,124.0,139.0,1.0,0
-16760,21960.0,19488.0,-1683.0,-877.0,1009.0,138.0,1.0,0
15680,-3944.0,32767.0,-1596.0,-3119.0,-1.0,114.0,1.0,0
-3384,18136.0,30104.0,1013.0,2913.0,-631.0,145.0,1.0,0
-32768,1760.0,8424.0,-810.0,-138.0,-1678.0,143.0,1.0,0
32767,1504.0,-32768.0,-2955.0,-2912.0,-74.0,141.0,1.0,0
-29096,-19016.0,32767.0,-2069.0,-245.0,1008.0,140.0,1.0,0
19176,17888.0,32767.0,-1444.0,-4627.0,481.0,159.0,1.0,0
-3056,-11472.0,14768.0,-262.0,255.0,148.0,139.0,1.0,0
3304,23992.0,13424.0,1923.0,4042.0,-480.0,120.0,1.0,0
25696,-21832.0,-13064.0,-1664.0,-1401.0,-1360.0,134.0,1.0,0
32767,-13376.0,-32768.0,-3426.0,-2344.0,187.0,143.0,1.0,0
-5440,-5904.0,12456.0,-1209.0,-2616.0,1059.0,90.0,1.0,0
-8344,-1904.0,32767.0,-1382.0,-2122.0,178.0,120.0,1.0,0
-1432,25720.0,11400.0,1294.0,3384.0,-718.0,102.0,1.0,0
-32768,5840.0,152.0,-433.0,645.0,-1434.0,96.0,1.0,0
-32768,5832.0,32767.0,-3208.0,-273.0,946.0,126.0,1.0,0
29920,10656.0,4736.0,-1493.0,-4717.0,319.0,104.0,1.0,0
-6536,16632.0,-6040.0,2201.0,4494.0,-387.0,132.0,1.0,0
8280,29832.0,31840.0,-1149.0,-312.0,-1647.0,133.0,1.0,0
-32768,13952.0,32767.0,-3174.0,-823.0,922.0,133.0,1.0,0
